cenario_id;requisito;origem;titulo_original;spec;linha;status_auditoria;observacao
V4:ARQ-05:S001;ARQ-05;v4;PostgreSQL compartilhado entre células é separado por célula;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;100;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:ARQ-05:S002;ARQ-05;v4;Dependência de produção exige versão fixada, plano de atualização, licença e proprietário;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;105;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:ARQ-05:S003;ARQ-05;v4;Mesh ou Envoy não são adotados automaticamente para o controle adaptativo do Cometa;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;110;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:ARQ-05:S004;ARQ-05;v4;Traces do OpenTelemetry/Tempo não servem como fonte contábil ou única evidência de SLA;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;115;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:ARQ-06:S001;ARQ-06;v4;KEDA é o único proprietário do HPA de um Deployment de worker;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;123;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:ARQ-06:S002;ARQ-06;v4;Crossplane reconcilia recursos mas não decide quando expandir;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;128;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:ARQ-06:S003;ARQ-06;v4;Redução de pods ou nós não apaga dados protegidos;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;133;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:ARQ-06:S004;ARQ-06;v4;Perda do plano de gestão impede novas expansões mas não desliga células prontas;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;138;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-01:S001;COM-01;v4;SYNC entre Órbita e Cometa dispensa broker no percurso obrigatório;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;146;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-01:S002;COM-01;v4;Retorno HTTP interno perdido não autoriza nova operação;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;151;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-01:S003;COM-01;v4;gRPC e request/reply sobre broker não são adotados como padrão do caminho SYNC;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;156;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-01:S004;COM-01;v4;Pulsar consulta Órbita por HTTPS autenticado sem acesso direto ao banco;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;161;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-02:S001;COM-02;v4;REST/JSON por HTTPS é disponibilizado mediante OpenAPI e schemas homologados;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;169;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-02:S002;COM-02;v4;SFTP e gRPC/Protobuf não são aceitos automaticamente na v4;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;174;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-02:S003;COM-02;v4;Conexão direta do cliente ao banco é recusada independentemente do catálogo;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;179;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-02:S004;COM-02;v4;Integração via broker externo do parceiro exige ADR explícito;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;184;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-03:S001;COM-03;v4;Publicação usa outbox na mesma transação do estado local;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;192;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-03:S002;COM-03;v4;Ack ao broker ocorre somente após o commit do inbox;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;197;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-03:S003;COM-03;v4;Chave semântica reconhece fatos econômicos equivalentes com event_ids distintos;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;202;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-03:S004;COM-03;v4;Evento antigo não regride estado e gera pendência de reconciliação;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;207;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-04:S001;COM-04;v4;Mudança aditiva sem alteração de significado mantém compatibilidade;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;215;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-04:S002;COM-04;v4;Remoção de campo ou mudança de unidade exige nova versão;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;220;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-04:S003;COM-04;v4;Consumidor desconhecendo a versão obrigatória coloca a mensagem em quarentena;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;225;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-04:S004;COM-04;v4;Campo crítico ausente rejeita a mensagem;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;230;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-05:S001;COM-05;v4;GET e webhook entregam o mesmo corpo final, diferindo apenas em cabeçalhos de transporte;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;238;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-05:S002;COM-05;v4;GET pendente retorna 200 com a variante pendente sem ser evento final;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;243;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-05:S003;COM-05;v4;Protocolo EXPIRED usa representação de erro prevista e não envia resultado tardio;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;248;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-05:S004;COM-05;v4;URL pré-assinada de arquivo não é injetada no corpo final congelado;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;253;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-06:S001;COM-06;v4;Fato final externo durável permite finalizar sucesso no mesmo HTTP público;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;261;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-06:S002;COM-06;v4;HTTP 200 sem fato conservado não é tratado como final válido;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;266;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-06:S003;COM-06;v4;Timeout de rede não autoriza retry automático de negócio fora de Órbita/Cometa;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;271;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:COM-06:S004;COM-06;v4;Intenção ASYNC marcada DIRECT não é tratada como comando QUEUED;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;276;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-01:S001;CAT-01;v4;Publicação de versão com metadados completos e vínculo homologado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;8;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-01:S002;CAT-01;v4;Entrada incompatível é recusada antes da execução;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;13;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-01:S003;CAT-01;v4;Consulta histórica de versão descontinuada preserva semântica original;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;18;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-02:S001;CAT-02;v4;Cliente visualiza apenas ofertas contratadas e autorizadas;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;26;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-02:S002;CAT-02;v4;Oferta publicada mas não contratada é negada mesmo com token válido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;31;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-02:S003;CAT-02;v4;Suspensão de novas vendas não afeta pedidos já aceitos;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;36;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-03:S001;CAT-03;v4;Agregação bem-sucedida com seções obrigatória e opcionais presentes;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;44;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-03:S002;CAT-03;v4;Falha da parte obrigatória impede anúncio de sucesso completo;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;49;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-03:S003;CAT-03;v4;Resposta opcional ausente é declarada explicitamente;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;54;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-04:S001;CAT-04;v4;Composição publicada com grafo acíclico válido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;62;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-04:S002;CAT-04;v4;Geocodificação com múltiplas opções segue política do contrato;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;67;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-04:S003;CAT-04;v4;Publicação recusada por ciclo ou ausência de política de falha;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;72;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-05:S001;CAT-05;v4;Consolidação por quórum sem cancelar trabalho em voo;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;80;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-05:S002;CAT-05;v4;Falha parcial não gera rollback universal;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;85;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-05:S003;CAT-05;v4;Produto com efeito irreversível oferece opção de resultado parcial;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;90;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-06:S001;CAT-06;v4;Seleção de provedor elegível ordenado por regra versionada com decisão persistida;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;98;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-06:S002;CAT-06;v4;Failover recusado sem prova de segurança após timeout;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;103;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-06:S003;CAT-06;v4;Hedging permanece desabilitado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;108;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-07:S001;CAT-07;v4;Pacote com três passos gera receita única e discrimina custos sem triplicar preço;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;116;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-07:S002;CAT-07;v4;Configuração impede cobrança simultânea de pacote e componentes;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;121;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-07:S003;CAT-07;v4;Oferta não liberada sem contrato válido para todos os passos;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;126;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-08:S001;CAT-08;v4;Resposta final e apuração financeira reconstruídas a partir de evidências persistidas;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;134;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-08:S002;CAT-08;v4;Passo compartilhado executa uma única vez quando declarado pelo produto;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;139;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-08:S003;CAT-08;v4;Pedidos distintos com payload coincidente não são deduplicados globalmente;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;144;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-09:S001;CAT-09;v4;Contrato técnico do cliente valida entrada, traduz e valida saída antes da conclusão;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;152;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-09:S002;CAT-09;v4;Erro de transformação impede sucesso e preserva evidência canônica;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;157;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-09:S003;CAT-09;v4;Cliente não pode selecionar tenant ou transformação arbitrária no pedido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;162;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-09:S004;CAT-09;v4;Alteração de configuração não afeta protocolo em voo nem histórico;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;167;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-10:S001;CAT-10;v4;Oferta com prazo compatível com caminho crítico qualificado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;175;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-10:S002;CAT-10;v4;Timeout não é convertido automaticamente em sucesso parcial;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;180;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-10:S003;CAT-10;v4;Classe compartilhada não é anunciada como isolamento físico total;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;185;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-11:S001;CAT-11;v4;Integração de novo cliente por configuração, sem alteração de código;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;193;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-11:S002;CAT-11;v4;Ativação recusada explicitamente por falta de capacidade homologada;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;198;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CAT-11:S003;CAT-11;v4;AUTO nunca é conversão silenciosa de SYNC;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;203;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-01:S001;CFG-01;v4;Reconfiguração de integração existente sem deploy;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;8;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-01:S002;CFG-01;v4;Tentativa de introduzir transformação fora do conjunto seguro é recusada;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;13;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-01:S003;CFG-01;v4;Tela de cadastro expõe campos obrigatórios, faixa válida e impacto;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;18;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-02:S001;CFG-02;v4;Publicação parcial de conjunto inconsistente é recusada;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;26;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-02:S002;CFG-02;v4;Nó desatualizado recusa novas admissões em vez de misturar versões;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;31;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-02:S003;CFG-02;v4;Revogação emergencial é distribuída independentemente da interface humana;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;36;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-02:S004;CFG-02;v4;Evidência de autorização vencida bloqueia apenas o escopo afetado;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;41;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-03:S001;CFG-03;v4;Acesso a payload sensível exige acesso excepcional auditado;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;49;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-03:S002;CFG-03;v4;Reexecução gera novo protocolo enquanto replay técnico preserva identidade;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;54;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-03:S003;CFG-03;v4;Ação de reprocessamento em massa não está disponível;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;59;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-01:S001;SEG-01;v4;Gateway elimina cabeçalho de identidade forjado pelo cliente;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;67;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-01:S002;SEG-01;v4;Serviço interno não confia apenas na origem de rede interna;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;72;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-01:S003;SEG-01;v4;Operador de runtime não pode editar ledger publicado;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;77;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-02:S001;SEG-02;v4;Registro de destino em rede de metadados é bloqueado;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;85;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-02:S002;SEG-02;v4;Redirecionamento para destino não validado não é seguido;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;90;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-02:S003;SEG-02;v4;Conteúdo XML com entidade externa é rejeitado;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;95;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-02:S004;SEG-02;v4;Segredo não aparece em log, evento ou arquivo versionado;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;100;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
