id;titulo;origem;status_auditoria;achados_r3;requisitos_r3;spec_origem;tarefas_herdadas;criterio
COM-05;Mesmo contrato em GET e webhook;v4;PARCIAL_COM_LACUNA_R3;F-R3-06,F-R3-07,F-R3-19;R3-CAT-01,R3-CAT-02,R3-FIN-03;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
COM-06;Contrato do despacho direto;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-03,F-R3-06;R3-EXE-02,R3-EXE-03,R3-CAT-01;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-01;Catálogo de serviços;v4;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-16;R3-EXE-01,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-02;Portfólio e disponibilidade;v4;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-07,F-R3-16;R3-EXE-01,R3-CAT-02,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-03;Agregação;v4;PARCIAL_COM_LACUNA_R3;F-R3-08;R3-CAT-03;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-04;Composição;v4;PARCIAL_COM_LACUNA_R3;F-R3-08;R3-CAT-03;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-05;Consolidação e efeitos;v4;PARCIAL_COM_LACUNA_R3;F-R3-08;R3-CAT-03;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-06;Seleção e equivalência de provedores;v4;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-07,F-R3-10,F-R3-12,F-R3-16;R3-EXE-01,R3-CAT-02,R3-INT-01,R3-INT-03,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-07;Política comercial do produto;v4;PARCIAL_COM_LACUNA_R3;F-R3-08,F-R3-17;R3-CAT-03,R3-FIN-01;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-08;Rastreabilidade da composição;v4;PARCIAL_COM_LACUNA_R3;F-R3-08;R3-CAT-03;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-09;Contratos técnicos por cliente;v4;PARCIAL_COM_LACUNA_R3;F-R3-06,F-R3-07,F-R3-16,F-R3-19;R3-CAT-01,R3-CAT-02,R3-ADM-04,R3-FIN-03;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-10;Elegibilidade de SLA e capacidade;v4;PARCIAL_COM_LACUNA_R3;F-R3-04,F-R3-07,F-R3-24;R3-EXE-04,R3-CAT-02,R3-OPE-05;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CAT-11;Crescimento, modalidade e elegibilidade de credencial;v4;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-07,F-R3-09,F-R3-11,F-R3-16;R3-EXE-01,R3-CAT-02,R3-CAT-04,R3-INT-02,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CFG-01;Portal e API administrativa;v4;PARCIAL_COM_LACUNA_R3;F-R3-09,F-R3-13,F-R3-16;R3-CAT-04,R3-ADM-01,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CFG-02;Publicação governada;v4;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-07,F-R3-09;R3-EXE-01,R3-CAT-02,R3-CAT-04;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CFG-03;Manutenção e diagnóstico;v4;PARCIAL_COM_LACUNA_R3;F-R3-13,F-R3-14,F-R3-19,F-R3-24;R3-ADM-01,R3-ADM-02,R3-FIN-03,R3-OPE-05;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
SEG-01;Identidade e autorização;v4;PARCIAL_COM_LACUNA_R3;F-R3-13,F-R3-21;R3-ADM-01,R3-OPE-02;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
SEG-02;Destinos, callbacks e dados;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-04,F-R3-19,F-R3-20;R3-EXE-02,R3-EXE-04,R3-FIN-03,R3-OPE-01;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
SEG-03;Isolamento e auditoria;v4;PARCIAL_COM_LACUNA_R3;F-R3-13,F-R3-23;R3-ADM-01,R3-OPE-04;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CFG-04;Configuração dos novos limites;v4;PARCIAL_COM_LACUNA_R3;F-R3-03,F-R3-04,F-R3-16;R3-EXE-03,R3-EXE-04,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
SEG-04;Administração entre tenants para desenvolvedores;v4;PARCIAL_COM_LACUNA_R3;F-R3-13,F-R3-14,F-R3-19;R3-ADM-01,R3-ADM-02,R3-FIN-03;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CFG-05;Gestão de credenciais Hub–cliente–provedor;v4;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-02,F-R3-11,F-R3-16;R3-EXE-01,R3-EXE-02,R3-INT-02,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
CFG-06;Onboarding e capacidade como serviço interno;v4;PARCIAL_COM_LACUNA_R3;F-R3-09,F-R3-16,F-R3-22;R3-CAT-04,R3-ADM-04,R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
SEG-05;Resolução, rotação e isolamento de segredo;v4;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-11,F-R3-16;R3-EXE-01,R3-INT-02,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-01;Contrato de aquisição;v4;PARCIAL_COM_LACUNA_R3;F-R3-15,F-R3-18;R3-ADM-03,R3-FIN-02;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-02;Contrato de venda e planos;v4;PARCIAL_COM_LACUNA_R3;F-R3-07,F-R3-15,F-R3-17,F-R3-18;R3-CAT-02,R3-ADM-03,R3-FIN-01,R3-FIN-02;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-03;Vigência e snapshot;v4;PARCIAL_COM_LACUNA_R3;F-R3-07,F-R3-09,F-R3-16,F-R3-18;R3-CAT-02,R3-CAT-04,R3-ADM-04,R3-FIN-02;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-04;Medição e chaves econômicas;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-05,F-R3-18;R3-EXE-02,R3-EXE-05,R3-FIN-02;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-05;Matriz de incidência;v4;PARCIAL_COM_LACUNA_R3;F-R3-17,F-R3-18;R3-FIN-01,R3-FIN-02;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-06;Reserva de saldo e limites;v4;PARCIAL_COM_LACUNA_R3;F-R3-15,F-R3-17;R3-ADM-03,R3-FIN-01;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-07;Apuração e ledger;v4;PARCIAL_COM_LACUNA_R3;F-R3-15;R3-ADM-03;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-08;Fechamento, conciliação e pagamento;v4;PARCIAL_COM_LACUNA_R3;F-R3-15,F-R3-18;R3-ADM-03,R3-FIN-02;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-09;Exemplos de referência para QA;v4;PARCIAL_COM_LACUNA_R3;F-R3-17,F-R3-18;R3-FIN-01,R3-FIN-02;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-10;Quebra de SLA, custo tardio e créditos;v4;PARCIAL_COM_LACUNA_R3;F-R3-04,F-R3-15,F-R3-17,F-R3-18,F-R3-24;R3-EXE-04,R3-ADM-03,R3-FIN-01,R3-FIN-02,R3-OPE-05;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
FIN-11;Conta, credencial e responsabilidade econômica;v4;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-11,F-R3-15,F-R3-18;R3-EXE-01,R3-INT-02,R3-ADM-03,R3-FIN-02;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DEC-01;Decisões arquiteturais de referência;v4;PARCIAL_COM_LACUNA_R3;F-R3-25;R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DEC-02;Registro de decisões pendentes (P-01 a P-11);v4;PARCIAL_COM_LACUNA_R3;F-R3-25;R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DEC-03;Decisões herdadas da v3 e preservadas;v4;PARCIAL_COM_LACUNA_R3;F-R3-25;R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DEC-04;Decisões e compatibilidade introduzidas na v4;v4;PARCIAL_COM_LACUNA_R3;F-R3-25;R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DEC-05;Registro de gaps, riscos e mitigação;v4;PARCIAL_COM_LACUNA_R3;F-R3-25;R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-01;Modelo de capacidade;v4;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12,F-R3-22;R3-INT-01,R3-INT-03,R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-02;Estratégia de baixa latência;v4;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12,F-R3-22;R3-INT-01,R3-INT-03,R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-03;SLOs e semântica de garantia;v4;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12,F-R3-22,F-R3-24;R3-INT-01,R3-INT-03,R3-OPE-03,R3-OPE-05;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-04;Ambientes e alta disponibilidade;v4;PARCIAL_COM_LACUNA_R3;F-R3-21;R3-OPE-02;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-05;Probes, escala e proteção;v4;PARCIAL_COM_LACUNA_R3;F-R3-21,F-R3-22;R3-OPE-02,R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-06;Observabilidade e runbooks;v4;PARCIAL_COM_LACUNA_R3;F-R3-14,F-R3-24;R3-ADM-02,R3-OPE-05;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-07;Amortecimento e controle adaptativo do provedor;v4;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12,F-R3-16;R3-INT-01,R3-INT-03,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-08;Isolamento de concorrência e células;v4;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12,F-R3-22;R3-INT-01,R3-INT-03,R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-09;Orçamento de latência e paralelismo;v4;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12,F-R3-22;R3-INT-01,R3-INT-03,R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-10;Aferição de SLA em ambas as relações;v4;PARCIAL_COM_LACUNA_R3;F-R3-04,F-R3-14,F-R3-24;R3-EXE-04,R3-ADM-02,R3-OPE-05;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-11;Preservação de informação e limites da garantia;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-03,F-R3-05,F-R3-10,F-R3-12,F-R3-20,F-R3-22,F-R3-23;R3-EXE-02,R3-EXE-03,R3-EXE-05,R3-INT-01,R3-INT-03,R3-OPE-01,R3-OPE-03,R3-OPE-04;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-12;Escala automática de ponta a ponta;v4;PARCIAL_COM_LACUNA_R3;F-R3-22;R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-13;Matriz de dependências e fallback seguro;v4;PARCIAL_COM_LACUNA_R3;F-R3-09,F-R3-11,F-R3-22,F-R3-23;R3-CAT-04,R3-INT-02,R3-OPE-03,R3-OPE-04;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-14;Manutenção sem indisponibilidade evitável;v4;PARCIAL_COM_LACUNA_R3;F-R3-22;R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
OPE-15;Criticidade, tolerância a falhas e continuidade operacional;v4;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12,F-R3-22,F-R3-23,F-R3-25;R3-INT-01,R3-INT-03,R3-OPE-03,R3-OPE-04,R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-01;Admissão durável;v4;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-02;Modos de atendimento;v4;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-03;Estados e autoridade;v4;PARCIAL_COM_LACUNA_R3;F-R3-03,F-R3-08;R3-EXE-03,R3-CAT-03;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-04;Operação e correlação;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-03,F-R3-06;R3-EXE-02,R3-EXE-03,R3-CAT-01;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-05;Polling configurável;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-04;R3-EXE-02,R3-EXE-04;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-06;Concorrência entre callback e polling;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-04;R3-EXE-02,R3-EXE-04;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-07;Contrato de consultas públicas;v4;PARCIAL_COM_LACUNA_R3;F-R3-07,F-R3-13,F-R3-14,F-R3-19;R3-CAT-02,R3-ADM-01,R3-ADM-02,R3-FIN-03;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-08;Webhooks;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-05,F-R3-14,F-R3-19;R3-EXE-02,R3-EXE-05,R3-ADM-02,R3-FIN-03;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-09;Falhas, retry e encerramento;v4;PARCIAL_COM_LACUNA_R3;F-R3-03,F-R3-04,F-R3-14,F-R3-19;R3-EXE-03,R3-EXE-04,R3-ADM-02,R3-FIN-03;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-10;TTL de reprocessamento em segundos;v4;PARCIAL_COM_LACUNA_R3;F-R3-03,F-R3-04,F-R3-16;R3-EXE-03,R3-EXE-04,R3-ADM-04;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-11;Deadline, encerramento e disputa temporal;v4;PARCIAL_COM_LACUNA_R3;F-R3-04,F-R3-16,F-R3-24;R3-EXE-04,R3-ADM-04,R3-OPE-05;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-12;Rejeição de retorno tardio sem apagar evidência;v4;PARCIAL_COM_LACUNA_R3;F-R3-04;R3-EXE-04;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-13;Paralelismo e espera eficiente;v4;PARCIAL_COM_LACUNA_R3;F-R3-08,F-R3-10,F-R3-12;R3-CAT-03,R3-INT-01,R3-INT-03;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-14;SYNC direto, prazo e resposta final;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-06;R3-EXE-02,R3-CAT-01;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-15;Posse única entre despacho direto, fila e recuperação;v4;PARCIAL_COM_LACUNA_R3;F-R3-03;R3-EXE-03;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
EXE-16;UUIDv7, repetição e consulta futura;v4;PARCIAL_COM_LACUNA_R3;F-R3-13;R3-ADM-01;openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
