path;sha256_anterior;sha256_atual
docs/reviews/2026-09-09-r4/implementation/SCENARIO_RESULTS.csv;;c5e5e9c63f6cdfbf97a91fb59c5d5fcb49177bc15f6ba722573c609078442f7a
hub/README.md;cbba9404aed439728053a5abce96507043a8c8e7214064bde019f8c07ed04473;2bd47f67c06f9d2405c15e6114b3a817e476c0258b159dd146229392a4c04c33
hub/admin-ui/README.md;f71772dcc404b92423abc7e18e1a444fcde5ed84a5fa3aa0b9cbeb94034064fb;8b24173a5603f472cb5324f2e9e72fed916bf97e518c454c3980ae8f38daeef9
hub/admin-ui/index.html;ae6da72c5c071b90d13bef703630c88ea0d94e6161696e70b204683a0840d237;7b500f55e266dc1dcee3d0349581ba8891a43e874711845a679abbd9b60aee69
hub/admin-ui/src/App.tsx;3f76fcd1f3884eb56048cc1ca2e7aaafcbdc0d0dec73e3e0d89fc22f4da16b3e;d5548ebb667d560748ddab6bb175bbaf2ef6e11e9c960828c34c7c7e1d031acb
hub/admin-ui/src/api/admin.ts;1bc21b9a358192a64de80a03ed905ddccb7490531a4970a6482fa43ae7940e9f;f3f5f671e732950d007f44257a29f180a0cf26565472714026d216f7aa3cd997
hub/admin-ui/src/api/session.ts;2f82e372ae314f84c1f79121ec66f5f2b1be0fdeabf20dd9aa2e802155139abe;e5455886ca787b5bb5d71d1a6442c76aec90109da72b6b6d57f328ecbb798015
hub/admin-ui/src/components/BrandMark.tsx;;071ac7ce4d05b5f19439ebc9599571d3b4456354131b2f798915332212c231a1
hub/admin-ui/src/index.css;0bd0e62e0748034202c9dd06548908b258254241830e5afe9cef6244d4540e55;bd1f40b117d8c5725060b0bbfac7816faa517e7cdcf7da4a065baccbd474dce5
hub/admin-ui/src/pages/CapacityDomainsPage.tsx;;3e0c22b97e4f8539cade6365058f10a2cc85aefc94bec840b0596eb7685e6e2f
hub/admin-ui/src/pages/CatalogPage.tsx;9a5519bc716c82cca522e6298c07e5ab56d5201789791ca6a4cbc3fab456e7eb;0521f1e7c4eddde09a3fac9ce1518c7fc0d1e63bc0f8f9da1118cb2e66da06de
hub/admin-ui/src/pages/DestinationsPage.tsx;;96bc2f404ab7409b0426161704a2165b1dbb934b006512d8f0f1872f52fcbe31
hub/admin-ui/src/pages/FinancePage.tsx;61178411989d0dfafb4f8e2f70153c60588bc820aaaefaa881d65df0ade45365;40fffd10b3d11114a50859ed83daf046d4cab964b80925ca0bdc087c37882ab6
hub/admin-ui/src/pages/OperationsPage.tsx;c5161bcbf38bdc732e3cf07c5506b9d8ff43ed3c34e41fac06c21aee1fe54da7;4a2d4b9eb7c91721fdd0c038dd81d46933950ea19426e9257c5a78024e270ec8
hub/cmd/cometa/main.go;b3ef3e4f730b1d304d9a86e00678ec66b2e8b7a6a84e16b2942f526a51965aa5;29bd1195066361dd5a09d0ba89543a39c9eadee8705076c8330b2dbac7128e24
hub/cmd/orbita/main.go;e19bd0a9da3798313f3f256e4c503bb885bfc1fc1c165645a40ed8ab1b55182c;7455f8159deffea5a61946e50dad66bace5ec73b943a345efe4380c7b6228b2c
hub/cmd/pulsar/main.go;f35641005275f43541b108d531b928e98ec4229ff3fd532110d25060f9512817;4353349dc9bb872eabf8839d7266cb54bfe1d357290ebc9c8b0627ac92ff54bd
hub/deploy/Dockerfile;67f295117b720f2f3d5362a7d60c55f162c85a7c250df0e95b55be523b196e76;4d0e817dd485cf63bd45f65dc74512dd0f5a43922561ced9a80d2d25fa37a5bf
hub/deploy/kong/kong.yml;0e2a5bdc69c34fca8692d74b11ebd0da05302798a997b3e22a2f611b8a612076;fd3f65e080c5ac048ab58357f1485e7fb2e8813ecf75ee47e52a23d60da70e6c
hub/deploy/r2/Dockerfile.ui;b739773d6f8397708aacaf103851daf84ccbead0c507d3af47dbca9b861bddef;65bc85a1b973d7c762281465625f87c37ff42cb18671690002deba5e17a063bc
hub/deploy/r2/RUNBOOKS.md;;d4ee4c24fdde2620a932d75530f59008ccf1eeba160551e1c513e80f9d92927b
hub/deploy/r2/compose.yaml;f804dfd8135da5e8d824149cf7dc356a7455f99cc125bca0cd2451466c9fe79e;5a36b91cd013bf05a67c6da282e6db045d760f182681b6ed377ef09827c69990
hub/deploy/r2/identity/realm.json;a3b1c88be197061f146822b3ec856ad758988df874458ade8577b4bf5d175f41;af8c4cce983e95d5d3294813023543b76cee2154d3a9902f7de86e820a91184a
hub/deploy/r2/k8s/overlays/local-kind/kustomization.yaml;d498647552c4adb97e35e882df79c81ba8a1e6e5d6eb43a89068f6cc2b83ce8e;1d12e9dfa8c7a5ef8118d4b5f680d86dbc1e9b0e9770c4fb7ab632839fae3bd8
hub/deploy/r2/kind/Dockerfile.repack;;93fc614e31cb1793b850a2fa1a8279cb6cc577a3c2315741c04a4cb75b3abd8b
hub/deploy/r2/kind/README.md;;d70c8f21b864ea778e20f4773201b72ead26aa50d5b768f5b9680df59afb9a5a
hub/deploy/r2/kind/bootstrap-independent.sh;;07c8637d8be9a2d682d303bcc780a18a418aff788e87984c44d7e7f712c0c0ba
hub/deploy/r2/kind/bootstrap.sh;c4ee5ab7a95abf40f1a502fc438c95a7b2f019f16cb42d4a2293abc4cd64fb7b;69de7dd1b1777416e6c613c5f78d91f943a556eb1971b83bcdfdd5a14c4b5e4d
hub/deploy/r2/kind/render-independent-dependencies.py;;07a86dcbfaac6622f2d2ca9cec1059240cbcc20b5d9cd4eb1bfbb7101d7f31f4
hub/deploy/r2/kind/render-runtime.py;06561957aa46df86db754a06ee532745291d220c0cb0d0f3bb4324f451b49c9c;e6d66c92c4233d3126a3784610cbd90e24f1aaec95606c4c67a55aaf6cc1ff2e
hub/deploy/r2/kong.yml;e0c5f1f517819f19740f1909866bbb7176b077635922e98ef16148c569ba3ec2;64f613adeae2f7bb25a904ed154e383131cd734da6b07f8f8c1a3785f89d9e71
hub/deploy/r2/nginx.conf;537f57491f4ef5ce2ed2e753a0ed7ecc60e3baba4b53b889d283a0066cf9bfc2;e281b65ba976e763522dbb72a0a1b9090ba9907e58a792339cb6cdaac014bea5
hub/deploy/r2/observability/config-independent.alloy;;18c6be2535502377ed335cd9120553afb9fadbf47052786a61c283fd953c4439
hub/deploy/r2/scripts/bootstrap.sh;0d388ac1f03bed2aceb36f2cc616ddeb1381dcee065144b1654337e6f2d3acf8;93d5f8458c45a5c8593ee5aad49bdd7724dae2bb79ff1748d4c34ea7a81215d6
hub/deploy/r2/scripts/migrate.sh;7a80eddbdd1c0b1a3054d21708c434865f9f14a457ee2905a91e2c997d8b4dbb;a83fbbbf036846b30ca3810a70939389a3df70c3bb969c53124593432462e903
hub/deploy/r2/scripts/reconcile_identity.py;219bf38aafd2b350c7ac60ee3cdbcc7b6c3f0d21c83a13685191d0edf4426410;f62d0f7f24d5060fb52fa3df367ad4a26563083dfe5bc12420fbe038d1aabb1a
hub/deploy/r2/scripts/token.py;486a0b5eb581322df82c7781e949ea6c3c86e9678cf41b43ecb72ababc92448b;16945723370189109f34d91a82dfe6dc10b978f6a219a540f346f4ce02578c70
hub/deploy/r2/tests/admin-client-lifecycle-smoke.mjs;;13f5da0ccfe9f44f2c3db2bdd5c2d0873f79794597a4de2f3267684d4ba6cc22
hub/deploy/r2/tests/admin-finance-adjustment-smoke.mjs;;4dc5886f0c6d7fbd3f996c47cabdc2a06fc432b7aed6d28b1f903a88241ff4d3
hub/deploy/r2/tests/admin-import-preview-smoke.mjs;;4efd12755aa0868bab7ab06009c5b65750b8c8f396a9101e57dbd4b4ad0455b1
hub/deploy/r2/tests/admin-integration-health-smoke.mjs;;14081805d24aabfc962b1d1bb5db4525d8fda0890cebbeb843370495105129b4
hub/deploy/r2/tests/admin-legacy-contract-smoke.mjs;;ca2519d83b591947c26381f30cc4066c510e9792d6958dade4ac4c87ff06baeb
hub/deploy/r2/tests/admin-portal-recreation-proof.sh;;2bee8fbcfede4ae603a921412d54adee9cf4686c70d5aedbf4042a584c62983b
hub/deploy/r2/tests/admin-product-simulation-smoke.mjs;;206ad006b16bcc88bdb4dc9b0de8ee75cd824fc9c4a93209b4b5f9edac16aa54
hub/deploy/r2/tests/admin-protocol-scope-smoke.mjs;;35d965f3e4edeefd9f0ff6c0d3682060c7ad25105048f1959ede7a74d5320206
hub/deploy/r2/tests/admin-service-publication-smoke.mjs;;3fa5bcd7a4586816ba2f7a5d52e01df2784c9e44444a37c2a86ff692a8f449b2
hub/deploy/r2/tests/admin-session-scope-smoke.mjs;;5bd5d0ff96bee0e97962c5d38c6a678db4cab2761568d01a6a4d4502350e484b
hub/deploy/r2/tests/admin-sla-freshness-smoke.mjs;;f0a677298c4c7289ba1082404840e6aa7c563cb15b96afef2ce0807458d0f32f
hub/deploy/r2/tests/admin-technical-policy-smoke.mjs;;1c9af01dc9218bf918e87cddd566d63707b561209d07c97ac6cc08c0a625b714
hub/deploy/r2/tests/admin-usability-recovery-smoke.mjs;;a595dd0fe2e3065adbc95a70d90d6391d000dfe7a787b5b03f9fc892919d78e8
hub/deploy/r2/tests/async-broker-outage-runtime-proof.mjs;;685e15fc1cfcbfc3c6934d0f4ed1bc706c221378822bc1a6c0a70c7381589843
hub/deploy/r2/tests/atlas-outage-runtime-proof.mjs;;0753a75f2d4d0c233b332623bfc5c529837402fda051a12bf58315ed5007b081
hub/deploy/r2/tests/authoritative-outage-runtime-proof.mjs;;86cebe9a98ca0a7881c637193e74d6ab5ef3383b4baa352f3086353ab99a055b
hub/deploy/r2/tests/authorized-load.mjs;;bad13e14aa7384ce6150c2365860ba1c8e18b719d55962acaf9551c9f6c5d162
hub/deploy/r2/tests/broker-outage-runtime-proof.mjs;;a0289c89a9fc080ff08ed500a05dcb46e3b57f0a1c10fdd57b99908b8aff8c61
hub/deploy/r2/tests/browser-harness/README.md;;5ff697346d43c7eff3e7c9359c00a4a06122d4d67ae7ced08962d58d8667752c
hub/deploy/r2/tests/browser-harness/run.sh;;296d3edfecfc76792cd1f0b174ae4adbe0fda13eb00e57952f7be825c0e992ee
hub/deploy/r2/tests/browser-harness/scenarios/admin-console.py;;e06a2438f45b104460f8d10d495004050e4b19d91e1725086c9dd50c8cae418a
hub/deploy/r2/tests/browser-smoke.mjs;bf09b657d7fe5cc817dba5018b1326bb8d0a98e93e8b650296b84261c835562d;ddb9530c9351fe91aea85bcefb18c7f388d75c4afe42db7a6057f3afcc91938d
hub/deploy/r2/tests/callback-migration-rollback-proof.sh;;b8dae9e7448eea78df61eb10e659eeb08eea6cccf590fa26bc44f40f807c7b8d
hub/deploy/r2/tests/catalog-legacy-contracts-runtime-proof.mjs;;a2d3144b760af262d18fc7ab97a72c86b7c84d269f16ff0e9219f0a71e988902
hub/deploy/r2/tests/catalog-migration-rollback-proof.sh;;db962a3d9e2dba9f6d1d7d6f6e93ed7fb3dd5b8db87a210fe99db86dbbcfdd77
hub/deploy/r2/tests/catalog-schema-upgrade-runtime-proof.mjs;;810321081d5707f5ada2e27a90d7ec5432d8a924cf0cd080cf74e80105c9df19
hub/deploy/r2/tests/catalog-seed.mjs;;f5bed5ba0cdd5c5f02dbe83291a69bd7dcaf8b4316cc1ff7dae119feef5da7d8
hub/deploy/r2/tests/catalog-snapshot-upgrade-runtime-proof.mjs;;710fbf5e1d3dcc2c63f0df8b61558b97a6357458f370b007d382da67a84cfe46
hub/deploy/r2/tests/commit-uncertain-runtime-proof.mjs;;fee69ec99342606cc39e027c7a2f7e1733f2b35b24a25387671804400dd2119f
hub/deploy/r2/tests/compose-recreation-proof.sh;;bdf3bf03943091b0f7bbd2eacf5e899225f12efc0387e91e66001ce69ec5185a
hub/deploy/r2/tests/continuity-runtime-proof.sh;;e132139514d919659294be9714e5aae8c61e6ec44b63478a6b64c57ebbafd005
hub/deploy/r2/tests/crash-after-acceptance-runtime-proof.mjs;;3f455cf4e90a3a51a051551dad95a15ee2298f64988a789b3560e325229d1b3b
hub/deploy/r2/tests/deadline-commit-probe.py;749b7ee7ebc2491eff876784048cb26dc8f330a4e6a194aae5fd0b40ca31dc3c;7ae2bdb1b1c5c81f3a9fa6d88ea11ab27866aa1fe50857afa38a5d10f4bdd52e
hub/deploy/r2/tests/environment-boundary-proof.sh;;1eaed1ea7739e0c751ec5545c9c15055c2a3aa707a1e8ea6dd05341183cba277
hub/deploy/r2/tests/file-upload-submit-smoke.mjs;;764b3c42f62341023da8b2760368b3ff81cd0516480c210e6a26fcef325b3e29
hub/deploy/r2/tests/finance-migration-rollback-proof.sh;;7050214d0ccd3805cfe5afb0abf618aa9287b10dbcd22a2b37ae1720f5d506ef
hub/deploy/r2/tests/finance-runtime-proof.sh;;74e4e34c0194562533d64af78128f5a440354a6b9b4fdcaa9f315f590c3712d9
hub/deploy/r2/tests/fixtures/admin-import-preview.json;;1732d7ecea486879a9e8ed02f100eadb21cdcaecb718fbb8cfeddebc9fa80850
hub/deploy/r2/tests/fixtures/qualification-evidence/compatible.json;;157dca9567d4b6e060f8b17dda56bfb0d2eecc698eab2fb08c709b4c52e4ee17
hub/deploy/r2/tests/fixtures/qualification-evidence/incompatible.json;;440a609def81a69823c0c6a7a34cafeffd2bf6a9aff075bc994130a842921a9f
hub/deploy/r2/tests/fixtures/qualification-evidence/qualification-evidence-test.log;;b5eb69d7c93cbc410081d763ff5e79129e81c5a929f461c36fac3ded96f93c4a
hub/deploy/r2/tests/generate-openspec-inventory.py;;4907bb8204e2451adc0a1cdea3ec02f9f095aef593b1dd56c28228e28c2cd6f9
hub/deploy/r2/tests/generate-openspec-results.py;;9bcc45d5f066ad64c9a66359d6cba4821f60d62bd9c988cdee221e9e959ef596
hub/deploy/r2/tests/identity-scope-proof.py;;eb8415458e65b8867e79408e08d78fc5e8697a777a06fff027bd6511258c966a
hub/deploy/r2/tests/kustomize-overlay-proof.sh;;e99fe5d649ef707e44101104ae34e7be700e5ed86aa59c6094d563c1a0755a16
hub/deploy/r2/tests/observability-alert-proof.sh;;eab31c6242e1ec0ead8d196b679d3f7feeef7ac41bd3cc4a3bf41da917dc0f7d
hub/deploy/r2/tests/observability-outbox-runtime-proof.sh;;9be849bb393921cd11bfd418ad309d618220ec48e09792b8017625c56d38ad80
hub/deploy/r2/tests/offer-resolution-runtime-proof.mjs;;35bdbcceb67f6dbd0fcd2d527926a8a5cd88f796340126e7a7be063007590aed
hub/deploy/r2/tests/optional-dependency-runtime-proof.sh;;35d88abc0b99fc8e903f1a2c6248e6fe1bd397a8b9a01bcc8bb4d76dc9fb1e96
hub/deploy/r2/tests/product-runtime-proof.mjs;;ead54def44dbc96e278312b41bde0b7c8dc2e3ca2e9f9f3bf246c8723b95d67f
hub/deploy/r2/tests/promotion-gate.sh;;f00d7a58a9ac563eeef243335d9857e65aa8564d9867979fea6d47a5d82f40e9
hub/deploy/r2/tests/provider-outage-runtime-proof.mjs;;f3b1116011eb094c1cb34e0d7675ca335e31daf7ee48069f20988f64ce3283db
hub/deploy/r2/tests/qualification-evidence-gate-test.sh;;6bafa43b6895bc44b1a70d00651132e3a72a96a2f64884b51aa6ba7e76d89525
hub/deploy/r2/tests/reconcile-local-pending.sh;;4c563bf4270ddca1320ef6607e6e7a9a783a2c42f9061b82ab10e0a35963a113
hub/deploy/r2/tests/representation-runtime-proof.mjs;;0f16b5e506d16593f929b4fa275792d65907c68b9ad3f7016efc91386cfecfac
hub/deploy/r2/tests/restore-reconciliation.sh;d6f96c3c7ff65eac91ae852e636917b635af6b6e748487cb099a1932cad6edb5;d0c7fb738d7af1f6acf7baddf3d6e759275252a490dce56f2579653ad527e248
hub/deploy/r2/tests/scaling-policy-proof.sh;;5a0021da3e7eea3c261390a0b35aa5804d755c4d9a655c00f624b6b9b2e54dd3
hub/deploy/r2/tests/slo-load-proof.mjs;;c8ee4a3b1f7f09170cb979585b398ab64b64ed4df00ecb2a8968438708d0310e
hub/deploy/r2/tests/totp-manual-compatibility.py;;08936c288f23bc7aa3d1bd7b0f7cd55b23ef3cda6f4316036ceb3095553a2b2d
hub/deploy/r2/tests/traceability-runtime-proof.mjs;;338a4ad876728ff05b69be461d57f86b84aa0bf317898a755f9dd00fcad669e2
hub/deploy/r2/tests/validate-qualification-evidence.py;;f18b728bf200e283e7ac4f9c0d96f4b2b6919a77baaa3c18843525dfdf6c2f6a
hub/deploy/r2/tests/webhook-capacity-runtime.sh;;1e47f7e45b5efb25337101a04661fa5d05fe02c3025a6fb7325a5b1b97a505aa
hub/evidence/generate_traffic.sh;dda25ed7895fed602297a33d42ae2df14678bee7492e18e8b094098b3cb6b11a;3f3014cac8b4ef89e2becbf54c4030af294863a74c67d449dc7bd1d34e38224d
hub/evidence/r2/execution/EVIDENCE_INDEX.md;44a356dce7d8fbe2bcfeaea0f1bb202fa662315974d0320bacc51bc723f2760d;453b8a3be562b199cfbe012e3ab017820492f4fbe64b620b5ea7dcf380e61c52
hub/evidence/r2/execution/admin-client-lifecycle-smoke.json;;cb56689ff616294d67ad2429066a0ce4aad86e3812595830341cfd8434e9217a
hub/evidence/r2/execution/admin-finance-adjustment-smoke.json;;8b2cb5229ada99accbfdc062b238a67688322ae3a7ed59359513bf09123c2037
hub/evidence/r2/execution/admin-import-preview-smoke.json;;3292306a5b94cbae85cae876cc54db90452090994faaed08329581f14d0bf9a0
hub/evidence/r2/execution/admin-integration-health-smoke.json;;7d95503aabccb51c78b360878852b08f3362bbac45966826b04e3b02aa94375e
hub/evidence/r2/execution/admin-legacy-contract-smoke.json;;d46e700e53d92a0f08f78f2cedf9cfe2951635f717b47cb3190d1799dd92cf13
hub/evidence/r2/execution/admin-portal-recreation-latest.log;;d0a718977176bc73c3194c68071bf43784062ddab699ca27398892156c306d57
hub/evidence/r2/execution/admin-product-simulation-smoke.json;;b2039680c375977e340dcd0c0b14e2f4ca57d4cec1c280168ca4e4bef1157326
hub/evidence/r2/execution/admin-protocol-scope-smoke.json;;c25e8025844c4a00e191659721062544236b739c0dd556d9146673ae1746961c
hub/evidence/r2/execution/admin-providers.png;496c129e6d4326d84a542cfc7cfb5ace43b326404033cc152ff6a637ff80b2b8;3b9cfbac322dc46d89d8c7df54b4968a606b07a3389ff550ab7ea33bd6c2e837
hub/evidence/r2/execution/admin-service-publication-smoke.json;;4d95b035e498f1a0f78038612b7078222a552287dad769171cf657c6dfcee79e
hub/evidence/r2/execution/admin-session-scope-smoke.json;;da3684d3eb59f756657246912d3d98a589b1d3020a6f9bafa9c7ebd4513193ab
hub/evidence/r2/execution/admin-sla-freshness-smoke.json;;97de6a43b2dc1b71f9a357be1bf8e40d9f8aa91ea80dbcccdc05a104e9b40c3c
hub/evidence/r2/execution/admin-technical-policy-smoke.json;;b413f4c673a5961b6699b1ec120257a300b5b1a2390dea69b1b4991faea38e39
hub/evidence/r2/execution/admin-usability-recovery-smoke.json;;2c9494401ffefea5cbec0adbbca70f3f113c09c270c9fa13438224655bad40a2
hub/evidence/r2/execution/async-broker-outage-runtime-latest.json;;de55fbff3afaff94514c4ec921c4e54e4be7e7a85812963444207bbc813d23cd
hub/evidence/r2/execution/atlas-outage-runtime-latest.json;;e05111f17b91840d7d98e040dd7fa1ceb95dadf6093bd3bd950d8c68a2821d95
hub/evidence/r2/execution/authoritative-outage-runtime-latest.json;;cf0525466bb0eea9b08f00ccb94bf0377181f53635a6f7d364b01ad7e779f3b5
hub/evidence/r2/execution/authorized-load-latest.log;;f1d6f30ab6596cbfd34d25d07fd92f65e32538f24aea3407f202883590a60a7d
