path;sha256
docs/Identidade Visual/Capa Linkedin - HIVE fundo branco.png;daac41f5ed6e9da3bb7d825313b31335610c2b7dccdc803bf9a6732db977eabd
docs/Identidade Visual/Capa Linkedin - HIVE fundo preto 2.png;7c3cb874dd2092095904b464fc405c882491b710e10295f6d0ca8ff8005073ff
docs/Identidade Visual/Capa Linkedin - HIVE fundo preto.png;35b08e5aa1b402c503a7ee4ef6ba71b0155c600948f4e7a1b5a2e80f377f3c5c
docs/Identidade Visual/README.md;ea06dd65e6a44bd0ba77785024c46e0db2652a5e8e60dedf5e9ab26b7cca62cd
docs/LEIA_PRIMEIRO_R2.md;c8dbfcacd3db954eff8c6cf5256f75de9a1713144b68493e86cf98c93e955a86
docs/MATRIZ_RASTREABILIDADE.csv;aecbf23c7eb78d92c1223db8ad9fd78527df919174a8741cda9b1b9b3210309a
docs/RELATORIO_REVISAO.md;8172039d050a9ae47fb7640e87df00a435b5195b260a0c613017680bc974579b
docs/openspec-docs/01-prompt-final-completo.md;3f8756bdaf5338e748abc93bcf55d38344e2252f879ee0616f71a374e9ddc348
docs/openspec-docs/02-prompt-curto.md;edcbfb9dcd7c265c3be48331b2b2de04d551f452f88dbe40a7f09d1d7958efea
docs/openspec-docs/03-template-openspec-change.md;1c61255d1256a87fb05b5ce79ff2a63158df083852ad7b20ed81e85210a694d6
docs/openspec-docs/04-checklist-avaliador.md;f3799995f613d22c7a97ff883a2fa56c63521767717f53e7cdbeb578f07c0939
docs/openspec-docs/05-referencias-metodologia.md;f1d156a0d633ad56f4c4bc6e3772e62f971f1de53b2b30252815f968e26af142
docs/openspec-docs/README.md;4b25d618a685f9d78931aaef3a9c387010ba8a6aaa72ebd63882d6cd326146ee
docs/reviews/2026-09-07-r2/00-leia-primeiro.md;23006e7db108ed0ca426989eafe394ee4b78415dfd8069f00152101b46330b05
docs/reviews/2026-09-07-r2/01-relatorio-de-revisao.md;51e67a5c2dfce4ad77293d5743c6fafe40061b3917ced4a7e6dc5225dcd23f8c
docs/reviews/2026-09-07-r2/02-rastreabilidade-98.csv;386b89553d2942cfcf1bbe7aeb1d06e964ba2c9951d185c78bf160b426c5f835
docs/reviews/2026-09-07-r2/03-arquitetura-e-decisoes-tecnicas.md;5eb6a6866420aa1b244e1d68cc58bd344123e2dc476382a6231066499292de3f
docs/reviews/2026-09-07-r2/04-console-jornadas-e-api.md;16a73788db5d37deeb925fc0a9e1ecb37dc1ecdb27850c222aad4d0036cdac9d
docs/reviews/2026-09-07-r2/05-contratos-dados-e-estados.md;7e012dd9788ba81592327e9c885dd840f0bfbf95c8b38452e8bb92450ed2a4fe
docs/reviews/2026-09-07-r2/06-operacao-escala-e-observabilidade.md;b20663ff3b02fd837dc3767babc7dd0e5873f51b4b9402427330f14621fad675
docs/reviews/2026-09-07-r2/07-qualidade-e-cenarios-integrados.md;4b68c1ef025394b53204ebe119f75a9a4de44f37345f1914f297602f3daa59b1
docs/reviews/2026-09-07-r2/08-pendencias-migracao-e-roteiro.md;bd532a72f1c016b7acd8e4d628cc060ab0873795b68878423317bad90e6cdb81
docs/reviews/2026-09-07-r2/09-prompt-para-proxima-implementacao.md;fad5c9d6c7fbf8da59d38750bec4cffc94294d6c6b0cfa04877a8b95e3b5a0dc
docs/reviews/2026-09-07-r2/10-validacao-do-pacote.md;c25f915522dd2b44d25d0dba98b682b9c469a46680edd6cf1db8fd75438591f6
docs/reviews/2026-09-07-r2/11-fontes-e-metodo.md;f7cfb74e510c9d72b4bea4ad44b0d8667cecd72c5a7018883fcc29d1601dc626
docs/reviews/2026-09-07-r2/PROMPT_IMPLEMENTACAO_INTEGRAL_R2.md;38725b071c0f11407ecfde72d1b3f7bb28a6d46b80e9b832d1a6aca893b2032c
docs/reviews/2026-09-07-r2/achados-42.csv;c93432ddfdffd92eb0122e69a1cf53946bc791b5e425b26e365affb0dbdb911e
docs/reviews/2026-09-07-r2/cenarios-r2.csv;0f1a23760cc2d4a6e855ba10b6075242f2713ad0909c7a053960ebe7854b2f7e
docs/reviews/2026-09-07-r2/checksums.sha256;48e0f9f7f2ebdf97d3e99c8a674a32a4be752041a739dec1b3a75ffccb8971b5
docs/reviews/2026-09-07-r2/evidence/document-validation.json;eff6e201df6334b6cbcc031fd92fb189d9d9c13e55471bb908b4dfb023ac700e
docs/reviews/2026-09-07-r2/evidence/openspec-strict.json;75da4461b92eef7dcb79259c531eb14e81879dccead0917a8fb63a97cae5e167
docs/reviews/2026-09-07-r2/implementation/ADR_T_R2_01_DEADLINE.md;d5d95828bafbbf5dee38355e3ef61d083036ff6000d4ac2fbdf1d2b1114a8275
docs/reviews/2026-09-07-r2/implementation/CATALOG_CONSOLE_CHECKPOINT.md;456918c2819a7178310bf3afb0a5282f881bb4c7715286f9a5ec3bf41a23dfac
docs/reviews/2026-09-07-r2/implementation/CHECKPOINT.md;f7f49487ec8d285fe2a028bc9db17c6a1a31de818e134a2a723dd77ddd47f4f5
docs/reviews/2026-09-07-r2/implementation/DECISIONS_AND_BLOCKERS.md;6f2beeb2b3ba866dd2a9a53db9e79f80e735fd5f6604afa3442fe283e9d93325
docs/reviews/2026-09-07-r2/implementation/EXECUTION_PLAN.md;8515867348f7e3787b437fed86ef5f3788b02061661877f48a7add5ec1389f27
docs/reviews/2026-09-07-r2/implementation/FINAL_REPORT.md;0ec1f86204ff7620c172ef5f538e7eb477c6067e59743cfc9592bcd352cb54a3
docs/reviews/2026-09-07-r2/implementation/FINANCE_OBJECTS_CHECKPOINT.md;35dff9c5a3b285885843b7a75930aec38f3b4d8f158531933dfad61eae2d6625
docs/reviews/2026-09-07-r2/implementation/FINDINGS_STATUS.md;9ae7baa382e1ccae1bf83719514fee4def387f820560cba3aebc624a11bd25a7
docs/reviews/2026-09-07-r2/implementation/OPERATIONS_CHECKPOINT.md;1b73491699e452f19f080b7611858deb38e3f6d7d3c110b801e394b620b36c14
docs/reviews/2026-09-07-r2/implementation/REQUIREMENTS_STATUS.csv;e02541bd1091737331893830f762af08e9bd39196e0a01a368950ebddc4f5c71
docs/reviews/2026-09-07-r2/implementation/SCENARIO_RESULTS.csv;2379a168b55405d2a449b05eacadec75a045cc749be72ae6bcd4cef9b77b6d3f
docs/reviews/2026-09-07-r2/manifesto.json;b5461b4e8cbe6e84ac787cd8f72192989638df97b2d925a4f4facd4db66b1d88
docs/reviews/2026-09-07-r2/snapshot-fontes.json;dc8775c756cfc9a21925f6e006dc3629f7141ed487925bc834dfedb74908c494
docs/reviews/2026-09-08-r3/00-LEIA-PRIMEIRO.md;270aad816deb3712e086d4cb7b8aec85713d2a515708bcc2671a22fbc71ec5c4
docs/reviews/2026-09-08-r3/01-RELATORIO.md;81834f4404ad6c621bb6d0100709eb5605a255861452df1157bb873e9b39e095
docs/reviews/2026-09-08-r3/02-ARQUITETURA-E-INVARIANTES.md;a16b8f10aa7306817f9108c9f39dc07c053621907ab7f1c3c64dddcf22f19bfc
docs/reviews/2026-09-08-r3/03-CONSOLE-E-CONTRATOS.md;3e5d0b2c45043635fc4ae3b44688d80de228956ec89062d52bdbbd3daa8c040d
docs/reviews/2026-09-08-r3/04-QUALIFICACAO-E-OPERACAO.md;f172b4399c205b48149ae5f547f0a502d3baa3994a9019b6a5466e42b9d492cb
docs/reviews/2026-09-08-r3/05-DECISOES-E-MIGRACAO.md;36256d0323504b47ebcbf47c0e70fbd8883a218aa494e1ecbe317347dc6bf969
docs/reviews/2026-09-08-r3/06-MATRIZ-164-HERDADOS.csv;3cc49a27eece3bd59b3c2fcdffb04ae1a3146c36ba14b6f8c695cec0727e996d
docs/reviews/2026-09-08-r3/07-MATRIZ-R3.csv;43f5904f5e0de21e20a4a062ea642eead390debc13e4207b8f2f480b8f15f7b9
docs/reviews/2026-09-08-r3/08-VALIDACAO-EXECUTADA.md;58ac9e5aedaacc9a1a26258ce3f11a2600af408244057421334a1dedd778ac08
docs/reviews/2026-09-08-r3/09-REFERENCIAS.md;e6dc808ef7747f90b0c8284705645d31fedad88f3f5909b3e2a6e9bc206daec6
docs/reviews/2026-09-08-r3/10-REAVALIACAO-42-ACHADOS-R2.csv;a6c0bd09bdccd0772ffb35b6518394835c3ccdfc12fa3e46976057e17dc9c969
docs/reviews/2026-09-08-r3/11-FONTES-SNAPSHOT.csv;3f57df8a44737946850db12ab524d394ec9bbcb0b026e93512fcc5eb297fbae5
docs/reviews/2026-09-08-r3/12-VALIDACAO-DO-PACOTE.md;931f6e50fb0d97b4909de8ea16e8ee4f70be26319bbffed16a037493852a1b67
docs/reviews/2026-09-08-r3/PROMPT_IMPLEMENTACAO_INTEGRAL_R3.md;d83e03bd2c0c269f5f0e0d8fddb114ff0a4c4771365c5b1f538a0cebd4b72f1f
docs/reviews/2026-09-08-r3/checksums.sha256;792ec8a8cb24f8186d8ccd0ad6c7276af1a7c798ae46c5a3370cffba07dbc2ab
docs/reviews/2026-09-08-r3/evidence/frontend-build.log;0280cf84bcc1365cc3f398418a555d36d8b70d77935e716617678380a11dcbea
docs/reviews/2026-09-08-r3/evidence/go-race.jsonl;a6a59613d97d1c22f671b6d2f7acfee6915311c4638eef7250d367653f53f7f9
docs/reviews/2026-09-08-r3/evidence/go-race.stderr;e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
docs/reviews/2026-09-08-r3/evidence/go-test.log;27ce78cf9235703ebb00d0298de852f990e7a3d2adb23a17c85a2d20a1d7c68f
docs/reviews/2026-09-08-r3/evidence/npm-ci.log;6f59e869b8b46a725a20b5bda6af6a0bf939bacd8ae85a453befe5602c986f7f
docs/reviews/2026-09-08-r3/evidence/openspec-validation.json;a7c4a3727791c2f543f64f518238478d6676a8a63c4e849825c58f47bcf87c06
docs/reviews/2026-09-08-r3/evidence/precision-probe.log;d49d06b3c52eb8ed35aeeaa8094e496266f264631ca7c89278de6f1e658ce6d9
docs/reviews/2026-09-08-r3/evidence/precision_probe_test.go;10fef338681e20f32e805f1b9193fb4d89cc13dcc8f1e065432b3bd30c239c3a
docs/reviews/2026-09-08-r3/evidence/test-summary.json;be3ecff722de3a39f0fca59a36955f3eaae8e441d0ee807a093c9eacf79e9924
docs/reviews/2026-09-08-r3/implementation/CHECKPOINT.md;08a5f6bbeb73c35837a02c660597fe50652ec2e0ebcade78f920b65521f8ee92
docs/reviews/2026-09-08-r3/implementation/DECISIONS_AND_BLOCKERS.md;6df6ceb7d7d0c91b3bd24ef56f7f6af47de8ce7e3e56ff4c75e690b5604d81be
docs/reviews/2026-09-08-r3/implementation/EVIDENCE_INDEX.md;0c209c4c35ad8bd354586b230659575e1fe954c52fee73c4b0d01d0414823097
docs/reviews/2026-09-08-r3/implementation/EXECUTION_PLAN.md;7c8bbdae267c30726f2a57bce135874be471e32551ee9bdfed7392fccc19ea81
docs/reviews/2026-09-08-r3/implementation/FINAL_REPORT.md;54a19e14fc75f2d19ffce7a20cc93e912cf0497d1d0fbc4f5724d77a7d714c19
docs/reviews/2026-09-08-r3/implementation/FINDINGS_STATUS.md;63a806c0f1fa6bc2a0a942837f8fb3622f7ea4f4f622eca47d785fea6ad33acd
docs/reviews/2026-09-08-r3/implementation/REAVALIACAO-42-INDIVIDUAL.md;47145e7ecd5abf50abbcf8c5cda280b85adfe67f4b831499d35dc59a1b494444
docs/reviews/2026-09-08-r3/implementation/REQUIREMENTS_STATUS.csv;8f8ad285364b8464629c00e6b8b9b6a0dc7e156b5bc069f1ddd985aba9a124b5
docs/reviews/2026-09-08-r3/implementation/SCENARIO_RESULTS.csv;ecf4b9213d529c2861f0702d69e7db5cce3ddfb3d11f1a456d3d6cca27a1c770
docs/reviews/2026-09-09-r4/00-LEIA-PRIMEIRO.md;bc554899f644951c0afd1f236fa99767280d24e7bd4d9b8c75c9d58d738b3416
docs/reviews/2026-09-09-r4/01-RELATORIO-REVISAO.md;f4ddc5dd11677641b166496578733e841eaddb0d44d71a1353c1a3ed36c73655
docs/reviews/2026-09-09-r4/02-BACKLOG-DE-CONCLUSAO.md;c48896c24cd77125c675601f67742d13537a70f314059e45b06cd6434b26e670
docs/reviews/2026-09-09-r4/03-ARQUITETURA-E-DECISOES.md;592bbbd670be647136656c2dacd9e99f7b2b5fafdbd61e81a6b293f2b72d8080
docs/reviews/2026-09-09-r4/04-GATES-E-EVIDENCIAS.md;c6b145d855c9aead9ddd1cd366b80e7039135f6d0e803228f062c7cd0072d4fd
docs/reviews/2026-09-09-r4/05-INVENTARIO-696-CENARIOS-HERDADOS.csv;a3ce00010d8c9aa59d0f95f64d900e7c38d8f4c513b1b301c939411ec19ffcf5
docs/reviews/2026-09-09-r4/06-INVENTARIO-189-REQUISITOS-HERDADOS.csv;043452ac71b446220497a580d27a501a438f5aa79651bbf0cc6da4643a841b33
docs/reviews/2026-09-09-r4/07-REAVALIACAO-25-ACHADOS-R3.csv;36746df6652e0d4d8ce9e3bf735dbda439ffe454dd6179710e80c319b5aba17c
docs/reviews/2026-09-09-r4/08-MATRIZ-732-CENARIOS-UNIAO.csv;2b39a0befce5d9ddf52bbec00022ade845ef0de90b5716330d2f8f828f027093
docs/reviews/2026-09-09-r4/09-MATRIZ-12-ACHADOS-R4.csv;ef7e5f5881bb226f9badea61f23ee5dcfaec8fd9f392c1f846aff36ec80efdfe
docs/reviews/2026-09-09-r4/10-REAVALIACAO-42-ACHADOS-R2.csv;795d7879b1f8eb31d2094f1e8ad892fedeac3d69e7c3ce076b3ae6de4d0c6280
docs/reviews/2026-09-09-r4/11-MATRIZ-201-REQUISITOS-UNIAO.csv;c2605e70b7976ee20b8345bfe8fece83e7395e13ff0a21bb7637da035ff1035f
docs/reviews/2026-09-09-r4/12-VALIDACAO-DO-PACOTE.md;41c77f08bdc4b2f378277f8bb062c249c6e6dcefe24328f157aa0f06bec5da4f
docs/reviews/2026-09-09-r4/PROMPT_IMPLEMENTACAO_INTEGRAL_R4.md;0be1904acb70ae7272eb3abe5ad793d2171188fbd2508b011ad01f81de8ba22b
docs/reviews/2026-09-09-r4/checksums.sha256;e7595a40729cb7d6952eec6e5652b5e7c0b9d37e2446e2530877e08d2df142b3
docs/reviews/2026-09-09-r4/evidence/COMMANDS.md;58df7bee7fa3acf5af2036e509671f3d78b15cc46fede6ac83556c5dc7662ed6
docs/reviews/2026-09-09-r4/evidence/DELTA-107-ARQUIVOS.csv;5e530b0f5c93d98cae2a58bd2eda7b9fab0a4ed2c3b0e3e3b3a97abc2d9aa211
docs/reviews/2026-09-09-r4/evidence/FRONTEND-BUILD.md;e297ca9a634e4352ddade033281ee0c90d20a40e9d8162fa36b3f7103df4025b
docs/reviews/2026-09-09-r4/evidence/MIGRATION-CHECKSUM.md;75a661618505d3b7db667b3f50e1227963c9622882222b1ac9b2c0abf16c7763
docs/reviews/2026-09-09-r4/evidence/SNAPSHOT-SHA256.csv;735f209ead4df6ecfb075a8d01fd6a364b0468e5f9996872fd8882cd58e32a3b
docs/reviews/2026-09-09-r4/evidence/changed-paths.txt;27075089483ec45c8421eee2ca7976979871668e14ced0548ded274e7495e3c3
docs/reviews/2026-09-09-r4/evidence/contract-probes.log;b4feb1b9e4f590995410220fa42a3ee9fccb816619fd17590ffc49376a61303e
docs/reviews/2026-09-09-r4/evidence/contract_probe_test.go;e9e3a3062f5010618bf799fd8b2cc95bedb08bdca25586e4bdbb79345a622582
docs/reviews/2026-09-09-r4/evidence/go-race.jsonl;fa471090be11a19870ac7e8ef5a69309d7752e5dcc84f4d2ce7af618d736e728
docs/reviews/2026-09-09-r4/evidence/go-race.stderr;fb7852bbaef9ff809a6d4bd02f3591507f5c687c04470c41763d0635e9e267d8
docs/reviews/2026-09-09-r4/evidence/openspec-combined.json;9ddc5f92ba4573aa3b759c248dc050951984634a056f80799a62db3fe3267058
docs/reviews/2026-09-09-r4/evidence/openspec-current.json;e457a74843b43ff49070b2dc1b7b311bf7a73ddab6424ae9545c8ab11e8c5fc6
docs/reviews/2026-09-09-r4/evidence/openspec-r4.json;d50d148d9f9da7de20055ac724a38ede3c668f3713a6d76383256a081c973cad
docs/reviews/2026-09-09-r4/evidence/openspec-strict-20260910.json;1d6afb9b89755d37ec2cbfab4ac0704dd493d8ea92405c81ab7dad8614751643
docs/reviews/2026-09-09-r4/evidence/openspec-strict-20260911.json;7ab4f2cedeab647541fbac0fe2373268d3aced84e54fb6f66638df03c04c99ba
docs/reviews/2026-09-09-r4/evidence/test-summary.json;35ec084490a88026ea30cbfbed21c46a3d25008e94cfb077b756f12a4490edc9
docs/reviews/2026-09-09-r4/evidence/token-probe.log;afe4b194892f08688249e4e3fb0ca18fe010b2640d8c37ee53bd8c262800d59c
docs/reviews/2026-09-09-r4/evidence/token_probe_test.go;fa7cc616b5ced5a81b0e3527761b178cf6465d84add8c7d5269f6a9993740b0d
docs/reviews/2026-09-09-r4/implementation/CHECKPOINT.md;4d2ef954dceb46fb0f5402fdeb8c7ca0d92eae789c03ae6383388df4b1e98e83
docs/reviews/2026-09-09-r4/implementation/COMPOSE-INTEGRATED.md;531c562172c21679960fd7139f9f31656ca180695e8513e99b354b1ce90d5b4b
docs/reviews/2026-09-09-r4/implementation/DECISIONS_AND_BLOCKERS.md;2ed9142bec6381aa39bf4f4f3155aac5205a67eb6afe385733377b2563f2cb59
docs/reviews/2026-09-09-r4/implementation/EVIDENCE_INDEX.md;ad360514fa158ca0efe7ca56c7cd05a37e3843ccb12b256c62ebb3df9d58d1df
docs/reviews/2026-09-09-r4/implementation/EXECUTION-2026-09-10-SEQUENCE.md;eb08ca866da58d510cd297bafcfff83c3be083e61bb61e79eba7422dbb064ecd
docs/reviews/2026-09-09-r4/implementation/EXECUTION-2026-09-10.md;bdc3ef8ba2988aadc9d51dd9976a832a490adbbeea44f9ee11072d662975bb83
docs/reviews/2026-09-09-r4/implementation/EXECUTION_PLAN.md;d0f14e94558647a44b1d0fa7f44d90d5a20275609fbf16e2f3090a3a2eb26f8a
docs/reviews/2026-09-09-r4/implementation/FINAL_REPORT.md;33fae311ecaa584e48e9348602d2a47f614de2612ffd346fa2b9480c27360fb5
docs/reviews/2026-09-09-r4/implementation/FINDINGS_STATUS.md;a6ce1be0c8039ae0d23c8a9b998c6cf86a5c2955510927c124d11bdd8dada98c
docs/reviews/2026-09-09-r4/implementation/INVENTORY-732-CENARIOS.csv;c6875527581ee38d2adbe00205810a3927712ac2ed439900f771a05fbf2a66a0
docs/reviews/2026-09-09-r4/implementation/OPENSPEC-AUDIT-2026-09-10.md;e8998bd1881dbcfdb19014a53d149008d90811220c4f761d567896f197297944
docs/reviews/2026-09-09-r4/implementation/REQUIREMENTS_STATUS.csv;387e897a01c536fb7673bcd052899d54835482c31ee54ca2239e1650a8c2a6ce
docs/reviews/2026-09-09-r4/implementation/RESULT-MATRIX-732-CENARIOS.csv;8bba9e1edf9725fcd44ecb559536b5ac8d1c0b826ce410a6f72b7613038b660a
docs/reviews/2026-09-09-r4/implementation/SCENARIO_RESULTS.csv;c5e5e9c63f6cdfbf97a91fb59c5d5fcb49177bc15f6ba722573c609078442f7a
hub/.dockerignore;70451fc6431a78f22b3d310fd762772fef45aa74e231ab31f9ac1c46f49d58c5
hub/README.md;2bd47f67c06f9d2405c15e6114b3a817e476c0258b159dd146229392a4c04c33
hub/admin-ui/.gitignore;297da48f75a3af676337456524625035b75781c4095b42595f5ce3702a899d95
hub/admin-ui/README.md;8b24173a5603f472cb5324f2e9e72fed916bf97e518c454c3980ae8f38daeef9
hub/admin-ui/index.html;7b500f55e266dc1dcee3d0349581ba8891a43e874711845a679abbd9b60aee69
hub/admin-ui/package-lock.json;380dd8963a080143cbbd47184d7977966620e4938395d656287345c33bfd09e2
hub/admin-ui/package.json;0e697bc20ae9b2a703c90a8489a9f0ced506c7ae53295e154f936846656175b7
hub/admin-ui/src/App.tsx;d5548ebb667d560748ddab6bb175bbaf2ef6e11e9c960828c34c7c7e1d031acb
hub/admin-ui/src/api/admin.ts;f3f5f671e732950d007f44257a29f180a0cf26565472714026d216f7aa3cd997
hub/admin-ui/src/api/atlasClient.ts;b07c427caba9a8e10c9fefc606cb968a3e9068c369a3a25ec56bc5afd3c2043d
hub/admin-ui/src/api/session.ts;e5455886ca787b5bb5d71d1a6442c76aec90109da72b6b6d57f328ecbb798015
hub/admin-ui/src/components/BrandMark.tsx;071ac7ce4d05b5f19439ebc9599571d3b4456354131b2f798915332212c231a1
hub/admin-ui/src/index.css;bd1f40b117d8c5725060b0bbfac7816faa517e7cdcf7da4a065baccbd474dce5
hub/admin-ui/src/main.tsx;60ac020ca32ccb437bc81350bcc3be0e59eaddb83d722ab56376d6e18763ef00
hub/admin-ui/src/navigation.ts;3189359ac04f3ddf8387baea8e4dc784324acbd67a42c574fb1299105fb68a4a
hub/admin-ui/src/pages/CapacityDomainsPage.tsx;3e0c22b97e4f8539cade6365058f10a2cc85aefc94bec840b0596eb7685e6e2f
hub/admin-ui/src/pages/CatalogPage.tsx;0521f1e7c4eddde09a3fac9ce1518c7fc0d1e63bc0f8f9da1118cb2e66da06de
hub/admin-ui/src/pages/ContractsPage.tsx;b0653374023bff085596f8f21b8086976a620e7a7d58e9e39114cbfd193bd0a1
hub/admin-ui/src/pages/CredentialBindingsPage.tsx;cbd7c29da5d5ce5791c19cb545f5c7bf640daa0f57a71422a4e4af04d8e519b5
hub/admin-ui/src/pages/DestinationsPage.tsx;96bc2f404ab7409b0426161704a2165b1dbb934b006512d8f0f1872f52fcbe31
hub/admin-ui/src/pages/FinancePage.tsx;40fffd10b3d11114a50859ed83daf046d4cab964b80925ca0bdc087c37882ab6
hub/admin-ui/src/pages/ImportsPage.tsx;d3d8a652bde5aa9c982f5a387c178e8a1bc42bf24ffe143fdb49d9b198aa1129
hub/admin-ui/src/pages/OperationsPage.tsx;4a2d4b9eb7c91721fdd0c038dd81d46933950ea19426e9257c5a78024e270ec8
hub/admin-ui/src/pages/ProviderAccountsPage.tsx;d01dff3797915d9789fe61bbcf7ca28123c8b1478afcf58a2ab4ac150105bd09
hub/admin-ui/src/pages/ServicesPage.tsx;a5ead3bfc0cb621db08f25f11dac901a5d4d23d6a84f241fe83e4c3202110316
hub/admin-ui/src/pages/shared.ts;feb014a2259eddca07b3a7e49bf8d700bef6c47b074073085c5d839a561b7be4
hub/admin-ui/src/vite-env.d.ts;65996936fbb042915f7b74a200fcdde7e410f32a669b1ab9597cfaa4b0faddb5
hub/admin-ui/tsconfig.json;99f6e25250f6384c1a20dc5af32676c690d327fca79e564d5c5fd646c4aa6359
hub/admin-ui/vite.config.ts;87136e505272a1377d064679b1d5fd725a1814fe6a8cc9bfbdebfaccef7632db
hub/api/asyncapi.yaml;eec2511212600cc0269d12135c352d06f7f543fcae936da0aab1367e8f8da81e
hub/api/openapi-internal.yaml;6a044763c354f754585e4df30215bee89ebc7f0f0c496f5a12cc0ee4b093be44
hub/api/openapi.yaml;b7e1424ebf5a612715bfb6cf03ed510c302517a0c38351bc2932a15ab5bb2dce
hub/cmd/atlas/main.go;352310739e62df6c3784c7197c8658013024edccc84871a602d44a6ecc07d668
hub/cmd/cometa/main.go;29bd1195066361dd5a09d0ba89543a39c9eadee8705076c8330b2dbac7128e24
hub/cmd/libra/main.go;3c452e7637fcfd6c6f28691b0a8f5f471aca08c366ee051c507627b334e8ee61
hub/cmd/orbita/main.go;7455f8159deffea5a61946e50dad66bace5ec73b943a345efe4380c7b6228b2c
hub/cmd/provider-sim/main.go;5a139d8624aa203df2c43553282d1b78afd002eb7b364afd52187851663dca37
hub/cmd/pulsar/main.go;4353349dc9bb872eabf8839d7266cb54bfe1d357290ebc9c8b0627ac92ff54bd
hub/cmd/webhook-sink/main.go;267be188240774956302db0120bd74567dfd2df0145f233223559311f67127cc
hub/deploy/Dockerfile;4d0e817dd485cf63bd45f65dc74512dd0f5a43922561ced9a80d2d25fa37a5bf
hub/deploy/docker-compose.yml;bad3d6d807b0dd3f6215e7d6eb6ffaeb42f5413d4aa31936a8a856e96339b48b
hub/deploy/import_hiveplace_collection.sh;06aab315ef2949d327ebec74fabd7e06dc997e46fb55667a8f48c95f02062c24
hub/deploy/k8s/README.md;9686ab938b2225780957bc331cb05f89c2f6aa8d2ae108b428525e1adcb9b382
hub/deploy/k8s/atlas.yaml;57087c8a3a33bfb2569b2f7e9c8eb6d06a9932f3ebd15acd1aafc0b0273a1425
hub/deploy/k8s/cometa.yaml;e45e71d6fc55107e1a0252965b7a28e192c5643dfa718d6526db9c68b0455c7b
hub/deploy/k8s/kustomization.yaml;5bc77abaedc9b29dd32500691043e931c8f1dd0539e6ca31ba7a8501f18dce1b
hub/deploy/k8s/libra.yaml;d3d63e12ad98b329f270ab3f1f07c88751ceae0a62f1a5b2117627d8a9d0f65c
hub/deploy/k8s/orbita.yaml;c123c6cc8900c9c56206250c0e3ea6c93724a2e1105dc661988b55fc31cb4851
hub/deploy/k8s/pulsar.yaml;dc59d86c0c4db98e777b439a71d1e8636910316727cc985dd39dc0b813f5192b
hub/deploy/kong/kong.yml;fd3f65e080c5ac048ab58357f1485e7fb2e8813ecf75ee47e52a23d60da70e6c
hub/deploy/postgres-init/01-init.sh;ba2ac24df40e7d9097bcc4e9e6362e4a982844631231238d6475059afe7f9804
hub/deploy/r2/Dockerfile.ui;65bc85a1b973d7c762281465625f87c37ff42cb18671690002deba5e17a063bc
hub/deploy/r2/RUNBOOKS.md;d4ee4c24fdde2620a932d75530f59008ccf1eeba160551e1c513e80f9d92927b
hub/deploy/r2/compose.yaml;5a36b91cd013bf05a67c6da282e6db045d760f182681b6ed377ef09827c69990
