path;status;sha256_anterior;sha256_atual
openspec/changes/r3-07-qualificacao-integral/evaluator-checklist.md;ADDED;;c0a3fe4f9de3e092f5e5b7f1c6e7a357c9349de5d42b75b0a6236f81ee416e9d
openspec/changes/r3-07-qualificacao-integral/proposal.md;ADDED;;2031cdc66ac64b4587fa149ca38804367a66727191eeb2140a80159ce2f2f982
openspec/changes/r3-07-qualificacao-integral/tasks.md;ADDED;;63cbfb2b420210094f7a5799c0b2112639f9de7b51ff4261e4a9f135075bd4e5
openspec/changes/r3-07-qualificacao-integral/risk-matrix.md;ADDED;;068d0eb93b788e5463955398612d77d838abf73f8385c9d8e0a6d551d92cd024
openspec/changes/r3-06-dados-plataforma-e-continuidade/TRACEABILITY.md;ADDED;;102bcd20c399c51c79dc0f76d23dbf08dc6cf97cf180bb61e70cdbcc531a1bb6
openspec/changes/r3-06-dados-plataforma-e-continuidade/explore.md;ADDED;;b9094867d63cfb6693c5400b24a946bc4be212d6aaae6ebdb0bf93bcd27244d8
openspec/changes/r3-06-dados-plataforma-e-continuidade/design.md;ADDED;;3f801c1261222a077227a9f71dbb619481ad1c4c59a3908a9aafc9c04dc89608
openspec/changes/r3-06-dados-plataforma-e-continuidade/evaluator-checklist.md;ADDED;;c0a3fe4f9de3e092f5e5b7f1c6e7a357c9349de5d42b75b0a6236f81ee416e9d
openspec/changes/r3-06-dados-plataforma-e-continuidade/proposal.md;ADDED;;1632b36e845ab277fe9683df360e423b4c76b993686b8999edc99fdfa8b7aa18
openspec/changes/r3-06-dados-plataforma-e-continuidade/tasks.md;ADDED;;652412af84dba7cb994a933b9252fd8ad299f6f3c91e32fc31f7d2fbf188ebea
openspec/changes/r3-06-dados-plataforma-e-continuidade/risk-matrix.md;ADDED;;dc1e94dceb446727a681d827da338947d5d8950f532fc577c0e06a5d1ed2429b
openspec/changes/r3-02-portfolio-e-contratos-efetivos/TRACEABILITY.md;ADDED;;2d27dda041e6bbcd841d89a63ab42ec1db9e6c2694156942e0ae0b75920dd38f
openspec/changes/r3-02-portfolio-e-contratos-efetivos/explore.md;ADDED;;bcf6c5db2941e62473238e809219ee729b2e64e3bd99d00390f11a145124cbca
openspec/changes/r3-02-portfolio-e-contratos-efetivos/design.md;ADDED;;008e82506dab3b43b5b5d373f0ddc3e75dc3ca32b37fc9dea7f6f8a1fe6dae8b
openspec/changes/r3-02-portfolio-e-contratos-efetivos/evaluator-checklist.md;ADDED;;c0a3fe4f9de3e092f5e5b7f1c6e7a357c9349de5d42b75b0a6236f81ee416e9d
openspec/changes/r3-02-portfolio-e-contratos-efetivos/proposal.md;ADDED;;ec57789c86a1eff1939ec9554ab76323c24d1ec91ed098464840bac81acae34e
openspec/changes/r3-02-portfolio-e-contratos-efetivos/tasks.md;ADDED;;a077a38a09945e76a7d32defcb44ad9edcd1b465a3a487dbd7ef7ff5d0750839
openspec/changes/r3-02-portfolio-e-contratos-efetivos/risk-matrix.md;ADDED;;821b308f5a559647ace4c9f3ed75904a83c0302c06be361fa4989ab5eb9fb4d8
openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md;ADDED;;63321bdc0e7fd5c0b6c0d112c6d11be53c8365afa1c8872c4e9026a8051a0989
openspec/changes/r3-03-capacidade-credenciais-e-latencia/specs/03-capacidade-credenciais-e-latencia/spec.md;ADDED;;4d8fc3077c75e753b3fd86b4df4cb05ffa29b26bce4a16518c6e8ebf100a6728
openspec/changes/r3-05-financeiro-e-entregas/specs/05-financeiro-e-entregas/spec.md;ADDED;;098db2cc2907d96415c0001e5985bbcf823a78abaaf0c26ae85837b99e750095
openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md;ADDED;;051ae1465f46a862bf40a2cc8d5e9cc7afea9e8502a6a4820303077dd48063d8
openspec/changes/r3-07-qualificacao-integral/specs/07-qualificacao-integral/spec.md;ADDED;;6cfb73cbf92d4a89ea8236c009dcdccb09c1348bed0834a6c7355db5489c1e5d
openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md;ADDED;;c681e576475bb225f3fe544bad2acd1ff9b6c06ec7720cceef6d1783483fd4f2
openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md;ADDED;;542461951b5d5f8a9e85dd0ddc7a0468434352a2e83907a2d75d02548603df7f
docs/reviews/2026-09-08-r3/02-ARQUITETURA-E-INVARIANTES.md;ADDED;;a16b8f10aa7306817f9108c9f39dc07c053621907ab7f1c3c64dddcf22f19bfc
docs/reviews/2026-09-08-r3/04-QUALIFICACAO-E-OPERACAO.md;ADDED;;f172b4399c205b48149ae5f547f0a502d3baa3994a9019b6a5466e42b9d492cb
docs/reviews/2026-09-08-r3/01-RELATORIO.md;ADDED;;81834f4404ad6c621bb6d0100709eb5605a255861452df1157bb873e9b39e095
docs/reviews/2026-09-08-r3/07-MATRIZ-R3.csv;ADDED;;43f5904f5e0de21e20a4a062ea642eead390debc13e4207b8f2f480b8f15f7b9
docs/reviews/2026-09-08-r3/12-VALIDACAO-DO-PACOTE.md;ADDED;;931f6e50fb0d97b4909de8ea16e8ee4f70be26319bbffed16a037493852a1b67
docs/reviews/2026-09-08-r3/11-FONTES-SNAPSHOT.csv;ADDED;;3f57df8a44737946850db12ab524d394ec9bbcb0b026e93512fcc5eb297fbae5
docs/reviews/2026-09-08-r3/PROMPT_IMPLEMENTACAO_INTEGRAL_R3.md;ADDED;;d83e03bd2c0c269f5f0e0d8fddb114ff0a4c4771365c5b1f538a0cebd4b72f1f
docs/reviews/2026-09-08-r3/08-VALIDACAO-EXECUTADA.md;ADDED;;58ac9e5aedaacc9a1a26258ce3f11a2600af408244057421334a1dedd778ac08
docs/reviews/2026-09-08-r3/06-MATRIZ-164-HERDADOS.csv;ADDED;;3cc49a27eece3bd59b3c2fcdffb04ae1a3146c36ba14b6f8c695cec0727e996d
docs/reviews/2026-09-08-r3/05-DECISOES-E-MIGRACAO.md;ADDED;;8e07c7abb9edbdc1b90e50b5ae506124ba69af5305f963ac6aecfc2dbd5f02b1
docs/reviews/2026-09-08-r3/00-LEIA-PRIMEIRO.md;ADDED;;270aad816deb3712e086d4cb7b8aec85713d2a515708bcc2671a22fbc71ec5c4
docs/reviews/2026-09-08-r3/03-CONSOLE-E-CONTRATOS.md;ADDED;;3e5d0b2c45043635fc4ae3b44688d80de228956ec89062d52bdbbd3daa8c040d
docs/reviews/2026-09-08-r3/10-REAVALIACAO-42-ACHADOS-R2.csv;ADDED;;a6c0bd09bdccd0772ffb35b6518394835c3ccdfc12fa3e46976057e17dc9c969
docs/reviews/2026-09-08-r3/checksums.sha256;ADDED;;792ec8a8cb24f8186d8ccd0ad6c7276af1a7c798ae46c5a3370cffba07dbc2ab
docs/reviews/2026-09-08-r3/09-REFERENCIAS.md;ADDED;;e6dc808ef7747f90b0c8284705645d31fedad88f3f5909b3e2a6e9bc206daec6
docs/reviews/2026-09-08-r3/implementation/FINAL_REPORT.md;ADDED;;97112d69cbc97bf5ade3cd325fd74f32a614c4deb575e754fc44f9aaf0e0bc45
docs/reviews/2026-09-08-r3/implementation/CHECKPOINT.md;ADDED;;30d1184632e5d18be64715a423376f8cbace52d6473a49ddf4c19d7a7a6bda58
docs/reviews/2026-09-08-r3/implementation/FINDINGS_STATUS.md;ADDED;;dc43c860ebdf115913f471359a655819aedf877bd0b20a6bb8ee1ab2258389ba
docs/reviews/2026-09-08-r3/implementation/SCENARIO_RESULTS.csv;ADDED;;ecf4b9213d529c2861f0702d69e7db5cce3ddfb3d11f1a456d3d6cca27a1c770
docs/reviews/2026-09-08-r3/implementation/REQUIREMENTS_STATUS.csv;ADDED;;8f8ad285364b8464629c00e6b8b9b6a0dc7e156b5bc069f1ddd985aba9a124b5
docs/reviews/2026-09-08-r3/implementation/DECISIONS_AND_BLOCKERS.md;ADDED;;32ba637b36578c8099282eab087673ad296af16a91b6d1220344195257f7eb95
docs/reviews/2026-09-08-r3/implementation/EXECUTION_PLAN.md;ADDED;;7c8bbdae267c30726f2a57bce135874be471e32551ee9bdfed7392fccc19ea81
docs/reviews/2026-09-08-r3/implementation/EVIDENCE_INDEX.md;ADDED;;809a255629f0b0b2bef8ca51e6fe01d46e12dec5442aad256aa1f5835e270bd9
docs/reviews/2026-09-08-r3/evidence/go-race.stderr;ADDED;;e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
docs/reviews/2026-09-08-r3/evidence/npm-ci.log;ADDED;;6f59e869b8b46a725a20b5bda6af6a0bf939bacd8ae85a453befe5602c986f7f
docs/reviews/2026-09-08-r3/evidence/go-test.log;ADDED;;27ce78cf9235703ebb00d0298de852f990e7a3d2adb23a17c85a2d20a1d7c68f
docs/reviews/2026-09-08-r3/evidence/precision_probe_test.go;ADDED;;10fef338681e20f32e805f1b9193fb4d89cc13dcc8f1e065432b3bd30c239c3a
docs/reviews/2026-09-08-r3/evidence/test-summary.json;ADDED;;be3ecff722de3a39f0fca59a36955f3eaae8e441d0ee807a093c9eacf79e9924
docs/reviews/2026-09-08-r3/evidence/go-race.jsonl;ADDED;;a6a59613d97d1c22f671b6d2f7acfee6915311c4638eef7250d367653f53f7f9
docs/reviews/2026-09-08-r3/evidence/precision-probe.log;ADDED;;d49d06b3c52eb8ed35aeeaa8094e496266f264631ca7c89278de6f1e658ce6d9
docs/reviews/2026-09-08-r3/evidence/frontend-build.log;ADDED;;0280cf84bcc1365cc3f398418a555d36d8b70d77935e716617678380a11dcbea
docs/reviews/2026-09-08-r3/evidence/openspec-validation.json;ADDED;;a7c4a3727791c2f543f64f518238478d6676a8a63c4e849825c58f47bcf87c06
