cenario_id;requisito;origem;titulo;spec;linha;scenario_digest;status_inicial;observacao
V4:ARQ-04:S003;ARQ-04;v4;Interface de Atlas em TypeScript/React não processa pedidos de clientes;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;87;ae488a32ab32ca2dd4d9873bbf0fdaf21d4d52f269605d8490567bb3686c82ca;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-04:S004;ARQ-04;v4;Comparação de desempenho entre Go e outras linguagens exige equivalência de condições;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;92;c1b0546b566615873195d89ba00df7df64987a80409b57dfbc3ee805333b40a5;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-05:S001;ARQ-05;v4;PostgreSQL compartilhado entre células é separado por célula;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;100;d79c915617337e77b7c622136489786e8923a4b5046e7ff67791deb2be37564e;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-05:S002;ARQ-05;v4;Dependência de produção exige versão fixada, plano de atualização, licença e proprietário;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;105;6c618c131ff2afc754d15bb55940271b4834609a3db1716dde4baa2bd9c9055d;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-05:S003;ARQ-05;v4;Mesh ou Envoy não são adotados automaticamente para o controle adaptativo do Cometa;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;110;9a86f50f4454b4572da1433bf30b2ad39cc56a2e407551e5ac152b58591111fe;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-05:S004;ARQ-05;v4;Traces do OpenTelemetry/Tempo não servem como fonte contábil ou única evidência de SLA;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;115;60c7f5e45aa081d649a000391e8e1f7c485c5a5c673803fe7c074abf1c41066e;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-06:S001;ARQ-06;v4;KEDA é o único proprietário do HPA de um Deployment de worker;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;123;d05efa2333b936122f2a072510d052ee4f3a381ec9fcdbeb01eeb217586ed102;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-06:S002;ARQ-06;v4;Crossplane reconcilia recursos mas não decide quando expandir;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;128;45560210f03a0592bcaed0b3d90c80c614167b8eae7c4bd7caca9c4fc62eb4bd;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-06:S003;ARQ-06;v4;Redução de pods ou nós não apaga dados protegidos;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;133;dc7b1b62c76c1da5964ecc6e464e50447aa2f9a2388165218b6c2b7c4b366b90;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:ARQ-06:S004;ARQ-06;v4;Perda do plano de gestão impede novas expansões mas não desliga células prontas;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;138;288e57d7c85821a3f6c0b3ead71878deb7a09983745f3f4b5b644498ce595fca;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-01:S001;COM-01;v4;SYNC entre Órbita e Cometa dispensa broker no percurso obrigatório;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;146;5f4bd944c7954157b6f69b12516861a0688c16968c12836bded1dc231584ea2e;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-01:S002;COM-01;v4;Retorno HTTP interno perdido não autoriza nova operação;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;151;8b30f891c9a3151486a47282f5987c3caddc3adba539ac8b3951ee8ec0bcf8ce;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-01:S003;COM-01;v4;gRPC e request/reply sobre broker não são adotados como padrão do caminho SYNC;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;156;583e3e3dd20c19e262e09c27af980321c9c0d1f445a722debf027143234fd926;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-01:S004;COM-01;v4;Pulsar consulta Órbita por HTTPS autenticado sem acesso direto ao banco;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;161;9cb77b3aa05f86a64ed70345257c6d370c1ceeab5f145541e5bbb34db6d2a138;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-02:S001;COM-02;v4;REST/JSON por HTTPS é disponibilizado mediante OpenAPI e schemas homologados;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;169;180cce3633b2fe2306dd76c0e1dc2696697c7b91d74b6e6c6d1a90eed605b202;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-02:S002;COM-02;v4;SFTP e gRPC/Protobuf não são aceitos automaticamente na v4;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;174;04ab64da85e935a2bb2c1c7d254ea8ea427f782e9099c357625062d6b394a403;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-02:S003;COM-02;v4;Conexão direta do cliente ao banco é recusada independentemente do catálogo;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;179;f7514bf14b5836401b711fb85d8d9e5e2f715818617c48a28ec15692a1a2489b;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-02:S004;COM-02;v4;Integração via broker externo do parceiro exige ADR explícito;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;184;4eb840d0326df380f155a3b0047b1c2886a33f6dd7bd22bcb3c7fc3257a64267;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-03:S001;COM-03;v4;Publicação usa outbox na mesma transação do estado local;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;192;49af3d9ce6546047e5fc176b4d3050f71acdbc7294a04bfbd3a05e3326435182;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-03:S002;COM-03;v4;Ack ao broker ocorre somente após o commit do inbox;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;197;e8900760c62e6f7086fef3e93718fa7905f0a589aad45adca50a0f3ce4a49408;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-03:S003;COM-03;v4;Chave semântica reconhece fatos econômicos equivalentes com event_ids distintos;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;202;801d2ed60087fe6caa9edfc77c98ba58901ec9819d7d4f920ec6d16878d21544;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-03:S004;COM-03;v4;Evento antigo não regride estado e gera pendência de reconciliação;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;207;1c0effccde8c37901cd1748c279b19f91e8c5f329fc5dc50292b6d69ca27b997;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-04:S001;COM-04;v4;Mudança aditiva sem alteração de significado mantém compatibilidade;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;215;4c89b28de77a172be20e23f7a22306cdf6ee7df8b5ee2a5fc61b9651914cc2a8;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-04:S002;COM-04;v4;Remoção de campo ou mudança de unidade exige nova versão;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;220;6842225e6c379dfc01df593ce03609d9b86a1d2a8791030e99af1e813cb3c627;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-04:S003;COM-04;v4;Consumidor desconhecendo a versão obrigatória coloca a mensagem em quarentena;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;225;fd5124af8ef2fcee35e6e76af7e457ebe86007b08900af70475bf1700a1ce0c8;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-04:S004;COM-04;v4;Campo crítico ausente rejeita a mensagem;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;230;9ce08bb35f357ff1a73b4bd96a493d3cfb3cc69ccd14e4a2ab6c11811fa23cb0;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-05:S001;COM-05;v4;GET e webhook entregam o mesmo corpo final, diferindo apenas em cabeçalhos de transporte;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;238;c58cd75a3394207c17da9d94471e394f553b47af32fd65187340be62dfd7be26;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-05:S002;COM-05;v4;GET pendente retorna 200 com a variante pendente sem ser evento final;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;243;04dc2db42c4be9fec4ceb91ee1ad43ffce3d7a51c5ea80a9bf9fd462f7a0b9da;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-05:S003;COM-05;v4;Protocolo EXPIRED usa representação de erro prevista e não envia resultado tardio;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;248;96f17f18403969317ecbee97841c9657a769d0b3a32b227daa5f458a432aa345;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-05:S004;COM-05;v4;URL pré-assinada de arquivo não é injetada no corpo final congelado;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;253;e6c93cccdc387468a8ae66a7ab05c38581ac8cf2b05ed9b1963e05faa7530b40;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-06:S001;COM-06;v4;Fato final externo durável permite finalizar sucesso no mesmo HTTP público;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;261;9331fb47910a3ecf634a644a472a76824a0bebf395ab3c7e5fe3ea46ce7f2141;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-06:S002;COM-06;v4;HTTP 200 sem fato conservado não é tratado como final válido;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;266;cf94535433972a216be2a5322412401970e583d6ae01d713a15f822b16bdc713;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-06:S003;COM-06;v4;Timeout de rede não autoriza retry automático de negócio fora de Órbita/Cometa;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;271;98d5a28de3bad722c74e7d1463fccb6e98d5f8b989eeb2d4c37307713ca4fd6f;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:COM-06:S004;COM-06;v4;Intenção ASYNC marcada DIRECT não é tratada como comando QUEUED;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;276;6d53ba303b8cbc9ef95b09dcac064142838f13b0b2afa3bfaeae1b9a4d92e8df;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-01:S001;CAT-01;v4;Publicação de versão com metadados completos e vínculo homologado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;8;b8c2b53f45484c6d60d6ffe9fe2c6d7db6dc89afc56b2ff87970db421e2d0f97;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-01:S002;CAT-01;v4;Entrada incompatível é recusada antes da execução;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;13;3d832fe67917ffb7885afc0c3f7b953a4799542f641ef96ac33e6e39002df384;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-01:S003;CAT-01;v4;Consulta histórica de versão descontinuada preserva semântica original;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;18;f075e00519a3f085b15529b789675d37955a30f1c7c2b07b91327dd676fda2f9;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-02:S001;CAT-02;v4;Cliente visualiza apenas ofertas contratadas e autorizadas;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;26;45f1b0ca5b2c2a7bb4e1eae73da3639ecab38d4f3e0fd8f5def79c177a47fc34;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-02:S002;CAT-02;v4;Oferta publicada mas não contratada é negada mesmo com token válido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;31;7d94e2658f4fa125cfdbe769a185c59833d38316a4e1e759cc42f88d949b3adb;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-02:S003;CAT-02;v4;Suspensão de novas vendas não afeta pedidos já aceitos;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;36;e6b5d6efb8eb80038895abb300211efab63945eeca33672b89a64611c90b5c33;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-03:S001;CAT-03;v4;Agregação bem-sucedida com seções obrigatória e opcionais presentes;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;44;879b1f4d6f47f4b2b1e81315a6223e674686971793d62d226dd883b0c097e78a;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-03:S002;CAT-03;v4;Falha da parte obrigatória impede anúncio de sucesso completo;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;49;18cf710032cc248d0aecdedb55439b792433a4ec204a210bc318d90cdc2494fd;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-03:S003;CAT-03;v4;Resposta opcional ausente é declarada explicitamente;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;54;0ebd37cce736bab513b054044956573459d811866d90162608e4070fe3c72794;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-04:S001;CAT-04;v4;Composição publicada com grafo acíclico válido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;62;1ad0feb21654163b434ef43ee5d75d1d61517efd68eafd80086c5599ef2d46c4;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-04:S002;CAT-04;v4;Geocodificação com múltiplas opções segue política do contrato;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;67;426f0b2f32da0b579c89290373ec7f483ff22b2577bbfb2085f34ecb24bba67b;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-04:S003;CAT-04;v4;Publicação recusada por ciclo ou ausência de política de falha;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;72;d2f0de959804457ddb70922381aff78395dd88031f7499a0edda09efad488ac3;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-05:S001;CAT-05;v4;Consolidação por quórum sem cancelar trabalho em voo;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;80;efd1ddf816e7e36a6c3e0a9739002aeea74abe56a6828cd1064e33280f6a4610;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-05:S002;CAT-05;v4;Falha parcial não gera rollback universal;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;85;5d3c5f47958e0faffac9c9b0023b320bae928542e3d297dc922cf99be0c47a3b;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-05:S003;CAT-05;v4;Produto com efeito irreversível oferece opção de resultado parcial;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;90;2238fae995888c3f9b469d6eef310b1a1831ae0fbcb323a0ad9ec5d6f4e206ed;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-06:S001;CAT-06;v4;Seleção de provedor elegível ordenado por regra versionada com decisão persistida;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;98;c271a91b81a373209ba0df27865c79878f0869f26c31d776f6f4e4ccbf8a7c0c;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-06:S002;CAT-06;v4;Failover recusado sem prova de segurança após timeout;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;103;5454ade728aea380e761626331c3e5fbfc26c990e4473e0b435b9c60938f7997;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-06:S003;CAT-06;v4;Hedging permanece desabilitado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;108;ba8584dd91306d6663e451b8e93f4568208509639f2f586a2346077b2fe1fbb2;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-07:S001;CAT-07;v4;Pacote com três passos gera receita única e discrimina custos sem triplicar preço;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;116;44ba2ac4b45164308bc2a1909fbeddb3fc738138681c0d9ddf0a87c9f86872f0;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-07:S002;CAT-07;v4;Configuração impede cobrança simultânea de pacote e componentes;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;121;eaa7447aee7c17267f086d31ce904852f8fda5b74695379ec23a455d9cfa9d9e;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-07:S003;CAT-07;v4;Oferta não liberada sem contrato válido para todos os passos;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;126;b2aa3c2473f23ecec44cf14361b884bfac2653c68c2d437dc25d4ed230dc2ea9;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-08:S001;CAT-08;v4;Resposta final e apuração financeira reconstruídas a partir de evidências persistidas;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;134;79d9a5d28eb5bfed9df0baa606d79735bab9e4c68fcc1275c7dd5588c287ae5b;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-08:S002;CAT-08;v4;Passo compartilhado executa uma única vez quando declarado pelo produto;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;139;eac6f07e52a5dd3fe52b52762b781c713f5da1b623b38e6fd5f04a66f56f54a4;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-08:S003;CAT-08;v4;Pedidos distintos com payload coincidente não são deduplicados globalmente;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;144;b921a0f48d0a939ed14d81f023611b10b0ed37187b3a89eacdc7bc0dde6aab19;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-09:S001;CAT-09;v4;Contrato técnico do cliente valida entrada, traduz e valida saída antes da conclusão;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;152;88bd25ac61f4c2c7c894a62b722559c2f04e6863aab0231c7fed06d1418a3911;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-09:S002;CAT-09;v4;Erro de transformação impede sucesso e preserva evidência canônica;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;157;e320ad2e52aaab52671ec187509573d2c653c32c5a360b8fd6667e51e375f002;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-09:S003;CAT-09;v4;Cliente não pode selecionar tenant ou transformação arbitrária no pedido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;162;ae185e62eb2a0b9377949dfb68d43f0e989b18b151ec189444978d58efc196a8;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-09:S004;CAT-09;v4;Alteração de configuração não afeta protocolo em voo nem histórico;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;167;c8772e06d3961ffce3291b43611890e4dd4a670a025a032a8b15f29639dca5de;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-10:S001;CAT-10;v4;Oferta com prazo compatível com caminho crítico qualificado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;175;ce10dbf86f25370a982ea3c7ee05d50f82f9462aa5db277afe6296c0570bacc9;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-10:S002;CAT-10;v4;Timeout não é convertido automaticamente em sucesso parcial;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;180;c3d1903cc2442a1c1bc41d886b5d6f0df07a848f099658acbfda0abdac90371d;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-10:S003;CAT-10;v4;Classe compartilhada não é anunciada como isolamento físico total;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;185;dab2573171bfc0c6e4068cdf00d6843dd644dc0be0b587e010bb0638c3dce7e0;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-11:S001;CAT-11;v4;Integração de novo cliente por configuração, sem alteração de código;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;193;f14a3ffaf56f0001bd67c0caf9b75b7dfbe04e28c81aca11ae7fa02eb2a0c5ad;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-11:S002;CAT-11;v4;Ativação recusada explicitamente por falta de capacidade homologada;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;198;864124cebd74f7019fbb921a77ff7824941113de5ed8d28d00f14f6a3b49c95a;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CAT-11:S003;CAT-11;v4;AUTO nunca é conversão silenciosa de SYNC;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;203;8a673c44ef6de25a9bc5d981f3347d09dc41f6a40df8c4b2ed585031deda488e;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CFG-01:S001;CFG-01;v4;Reconfiguração de integração existente sem deploy;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;8;cd07b01c73034523377afedf94fcf5fbc39ca5599871b19e48ffd46ed84d806a;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CFG-01:S002;CFG-01;v4;Tentativa de introduzir transformação fora do conjunto seguro é recusada;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;13;738b68852e8ace3a10fe7454608b3ce761cc29a272bb788a5480c52bc6df447c;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
V4:CFG-01:S003;CFG-01;v4;Tela de cadastro expõe campos obrigatórios, faixa válida e impacto;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;18;99502c06ab2537d6aa46fbe61841e9afbdafb293db6581fd9e737b50455a31e5;REVALIDAR_EVIDENCIA;Inventário não certifica execução.
