change,spec_file,requirement_id,scenario_id,scenario_title,result,evidence
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-02,Registro,Registro de destino em rede de metadados é bloqueado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-02,Redirecionamento,Redirecionamento para destino não validado não é seguido,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-02,Conteúdo,Conteúdo XML com entidade externa é rejeitado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-02,Segredo,"Segredo não aparece em log, evento ou arquivo versionado",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-03,Tentativa,Tentativa de acesso cross-tenant por troca de ID é negada,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-03,Ação,Ação sensível gera registro de auditoria completo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-03,Expurgo,Expurgo de logs Loki não elimina evidência de cobrança,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-04,Publicação,Publicação recusa configuração de retry com max_attempts inválido,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-04,Portal,Portal exibe origem do valor resolvido e impede override silencioso,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-04,Alteração,Alteração em voo não estende deadline do pedido,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-04,Retomada,Retomada após limite emergencial começa conservadoramente,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-04,Tentativa,Tentativa de acesso cross-tenant por cliente é negada sem revelar existência,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-04,hub_protocol_reader,hub_protocol_reader consulta protocolo de outro tenant com dados mascarados e auditados,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-04,Privilégio,Privilégio administrativo não é aceito por flag em JWT de cliente,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-04,Portal,Portal administrativo não usa superusuário PostgreSQL nem desativa RLS globalmente,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-04,Resposta,Resposta parcial quando apenas parte das células responde,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-05,Interface,Interface não permite leitura de segredo em claro,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-05,Ausência,Ausência de endpoint de teste não autoriza execução real invisível,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-05,Cliente,Cliente não pode escolher secret_ref arbitrário nem ler cofre do Hub,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-05,Suspensão,Suspensão de vínculo afeta apenas os protocolos daquele vínculo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-06,Reserva,Reserva de capacidade concorrente e idempotente evita dupla promessa,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-06,Onboarding,Onboarding retomado após crash não duplica recursos nem publica rota prematuramente,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-06,Orçamento,Orçamento esgotado aparece como impedimento explícito antes da saturação,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-06,Desativação,Desativação de cliente drena obrigações sem destruir recursos compartilhados,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-05,Credencial,Credencial dedicada indisponível não recorre a fallback compartilhado ou de outro tenant,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-05,Rotação,Rotação de segredo mantém sobreposição controlada e preserva operações em voo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-05,Cofre,Cofre indisponível limita uso do material cacheado ao menor limite de validade,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-05,Perfil,Perfil hub_protocol_reader não obtém valor secreto,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-05,Revogação,Revogação emergencial prevalece sobre TTL de retry em voo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-01,Conta,Conta de provedor vinculada a contrato de compra completo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-01,Tabela,"Tabela ausente ou ambígua bloqueia publicação, não é custo zero",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-01,Contrato,Contrato vencido bloqueia novas operações mas respeita continuidade acordada,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-01,Versão,Versão de aquisição registrada por operação orienta polls posteriores,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-02,Contrato,Contrato de venda com todos os campos exigidos,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-02,Configuração,Configuração diferencia faixa progressiva marginal de faixa por volume total,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-02,Franquia,Franquia sem rollover e sem devolução automática por default,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-02,Quota,Quota de tráfego não é confundida com franquia financeira,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-03,Snapshot,"Snapshot fixa contrato, versão da oferta e instantes do fato",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-03,Alteração,Alteração de tabela não reprifica protocolos em voo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-03,Exceção,Exceção temporal para polls cobrados pela tabela vigente no instante da consulta,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-03,Contratos,Contratos sobrepostos exigem prioridade explícita,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,FIN-03,Aditivo,Aditivo retroativo preserva cálculo original com lançamento de ajuste,NOT_RUN,
