change,spec_file,requirement_id,requirement_title,status,evidence
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,DEC-03,DEC-03 — Decisões herdadas da v3 e preservadas,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,DEC-04,DEC-04 — Decisões e compatibilidade introduzidas na v4,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,DEC-05,"DEC-05 — Registro de gaps, riscos e mitigação",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-01,OPE-01 — Modelo de capacidade,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-02,OPE-02 — Estratégia de baixa latência,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-03,OPE-03 — SLOs e semântica de garantia,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-04,OPE-04 — Ambientes e alta disponibilidade,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-05,"OPE-05 — Probes, escala e proteção",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-06,OPE-06 — Observabilidade e runbooks,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-07,OPE-07 — Amortecimento e controle adaptativo do provedor,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-08,OPE-08 — Isolamento de concorrência e células,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-09,OPE-09 — Orçamento de latência e paralelismo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-10,OPE-10 — Aferição de SLA em ambas as relações,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-11,OPE-11 — Preservação de informação e limites da garantia,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-12,OPE-12 — Escala automática de ponta a ponta,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-13,OPE-13 — Matriz de dependências e fallback seguro,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-14,OPE-14 — Manutenção sem indisponibilidade evitável,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,OPE-15,"OPE-15 — Criticidade, tolerância a falhas e continuidade operacional",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-01,EXE-01 — Admissão durável,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-02,EXE-02 — Modos de atendimento,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-03,EXE-03 — Estados e autoridade,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-04,EXE-04 — Operação e correlação,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-05,EXE-05 — Polling configurável,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-06,EXE-06 — Concorrência entre callback e polling,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-07,EXE-07 — Contrato de consultas públicas,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-08,EXE-08 — Webhooks,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-09,"EXE-09 — Falhas, retry e encerramento",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-10,EXE-10 — TTL de reprocessamento em segundos,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-11,"EXE-11 — Deadline, encerramento e disputa temporal",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-12,EXE-12 — Rejeição de retorno tardio sem apagar evidência,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-13,EXE-13 — Paralelismo e espera eficiente,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-14,"EXE-14 — SYNC direto, prazo e resposta final",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-15,"EXE-15 — Posse única entre despacho direto, fila e recuperação",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,EXE-16,"EXE-16 — UUIDv7, repetição e consulta futura",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-01,DAD-01 — Bancos e propriedade,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-02,DAD-02 — Modelo lógico mínimo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-03,DAD-03 — Transações e referências,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-04,DAD-04 — Resultado como fonte de consulta,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-05,DAD-05 — Arquivos e atomicidade com objetos,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-06,DAD-06 — Retenção e expurgo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-07,"DAD-07 — Isolamento, recuperação e auditoria",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-08,"DAD-08 — Persistência adicional de contrato, prazo e pressão",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-09,"DAD-09 — Dependência mínima de escrita, sem custódia fictícia",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-10,DAD-10 — Cache dispensável e continuidade de leitura,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md,DAD-11,"DAD-11 — Dados, placement e crescimento de células",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,QUA-01,QUA-01 — Estratégia de engenharia,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,QUA-02,QUA-02 — Casos críticos de falha e concorrência,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,QUA-03,QUA-03 — Critérios de aceite e evidência,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,QUA-04,QUA-04 — Gates e definição de pronto,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,QUA-05,QUA-05 — Qualificação dos incrementos v3,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,QUA-06,QUA-06 — Qualificação integrada da v4,NOT_RUN,
r2-01-identidade-e-isolamento,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,R2-SEG-01,R2-SEG-01 — Identidade autenticada e autorização por recurso,NOT_RUN,
r2-01-identidade-e-isolamento,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,R2-SEG-02,R2-SEG-02 — Workloads com menor privilégio,NOT_RUN,
r2-01-identidade-e-isolamento,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,R2-SEG-03,R2-SEG-03 — Leitura administrativa individual entre tenants,NOT_RUN,
r2-01-identidade-e-isolamento,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,R2-SEG-04,R2-SEG-04 — Destinos externos e callbacks protegidos,NOT_RUN,
r2-01-identidade-e-isolamento,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,R2-SEG-05,R2-SEG-05 — Sessão administrativa e trilha de alterações,NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-01,R2-EXE-01 — Aceite e intenção recuperáveis em todas as modalidades,NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-02,R2-EXE-02 — Idempotência concorrente com UUID recuperável,NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-03,R2-EXE-03 — Um dono de despacho e tentativa anterior ao efeito,NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-04,R2-EXE-04 — Resultado externo válido e durável,NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-05,"R2-EXE-05 — Inbox, outbox e confirmação de mensagens",NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-06,R2-EXE-06 — Deadline por confirmação durável e final tardio,NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-07,R2-EXE-07 — SYNC direto e AUTO com espera limitada,NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-08,R2-EXE-08 — Representação final única por contrato de cliente,NOT_RUN,
r2-02-execucao-duravel-e-resultados,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,R2-EXE-09,R2-EXE-09 — Reconciliação de obrigações sem reexecutar efeitos,NOT_RUN,
r2-03-integracoes-credenciais-e-pressao,openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md,R2-INT-01,R2-INT-01 — Adapter executável homologado por capacidade,NOT_RUN,
r2-03-integracoes-credenciais-e-pressao,openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md,R2-INT-02,R2-INT-02 — Credencial efetiva vinculada ao cliente e à conta,NOT_RUN,
r2-03-integracoes-credenciais-e-pressao,openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md,R2-INT-03,R2-INT-03 — Segredos reais e cache dispensável,NOT_RUN,
r2-03-integracoes-credenciais-e-pressao,openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md,R2-INT-04,R2-INT-04 — Polling e callback combináveis e coordenados,NOT_RUN,
r2-03-integracoes-credenciais-e-pressao,openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md,R2-INT-05,R2-INT-05 — Janela absoluta de retry e classificação de falha,NOT_RUN,
r2-03-integracoes-credenciais-e-pressao,openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md,R2-INT-06,R2-INT-06 — Controle adaptativo global por domínio de capacidade,NOT_RUN,
r2-03-integracoes-credenciais-e-pressao,openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md,R2-INT-07,R2-INT-07 — Entrega ao cliente com identidade e política próprias,NOT_RUN,
r2-03-integracoes-credenciais-e-pressao,openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md,R2-INT-08,R2-INT-08 — SLA do provedor separado de SLA do cliente,NOT_RUN,
r2-04-catalogo-produtos-e-contratos,openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md,R2-CAT-01,R2-CAT-01 — Catálogo versionado com publicação governada,NOT_RUN,
r2-04-catalogo-produtos-e-contratos,openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md,R2-CAT-02,R2-CAT-02 — Ofertas por cliente e roteamento autorizado,NOT_RUN,
r2-04-catalogo-produtos-e-contratos,openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md,R2-CAT-03,R2-CAT-03 — Agregação paralela limitada,NOT_RUN,
r2-04-catalogo-produtos-e-contratos,openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md,R2-CAT-04,R2-CAT-04 — Composição por DAG e compensações,NOT_RUN,
r2-04-catalogo-produtos-e-contratos,openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md,R2-CAT-05,R2-CAT-05 — Perfis técnicos de entrada e saída por cliente,NOT_RUN,
r2-04-catalogo-produtos-e-contratos,openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md,R2-CAT-06,R2-CAT-06 — Snapshot e projeções independentes de consulta por pedido,NOT_RUN,
r2-04-catalogo-produtos-e-contratos,openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md,R2-CAT-07,R2-CAT-07 — Importação segura e inventário executável distinto,NOT_RUN,
r2-04-catalogo-produtos-e-contratos,openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md,R2-CAT-08,R2-CAT-08 — Consulta administrativa persistente e onboarding,NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-01,"R2-ADM-01 — Sessão, contexto e navegação administrativa",NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-02,R2-ADM-02 — Listagens reais e detalhe editável,NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-03,"R2-ADM-03 — Clientes, aplicações e ofertas contratadas",NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-04,R2-ADM-04 — Catálogo importado e serviços executáveis,NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-05,R2-ADM-05 — Produtos agregados e compostos,NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-06,"R2-ADM-06 — Provedores, vínculos e saúde de integração",NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-07,R2-ADM-07 — Contratos técnicos e políticas temporais,NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-08,R2-ADM-08 — Busca e timeline operacional de protocolos,NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-09,R2-ADM-09 — Entregas e reprocessamento com segurança de efeito,NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-10,R2-ADM-10 — SLA bilateral e painéis operacionais consultáveis,NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-11,"R2-ADM-11 — Financeiro de compra, venda e conciliação",NOT_RUN,
r2-05-console-administrativo,openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md,R2-ADM-12,"R2-ADM-12 — Qualidade de uso, acessibilidade e integração real",NOT_RUN,
r2-06-financeiro-auditavel,openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md,R2-FIN-01,"R2-FIN-01 — Compra, venda e incidência por snapshot",NOT_RUN,
r2-06-financeiro-auditavel,openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md,R2-FIN-02,R2-FIN-02 — Medição exata e deduplicação econômica,NOT_RUN,
r2-06-financeiro-auditavel,openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md,R2-FIN-03,R2-FIN-03 — Saldo estrito e retenção de incerteza,NOT_RUN,
r2-06-financeiro-auditavel,openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md,R2-FIN-04,"R2-FIN-04 — Planos, franquias e política de produto",NOT_RUN,
r2-06-financeiro-auditavel,openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md,R2-FIN-05,R2-FIN-05 — Ledger imutável e ajustes compensatórios,NOT_RUN,
