cenario_id;requisito;origem;titulo;spec;linha;scenario_digest;status_inicial;observacao
V4:COM-02:S001;COM-02;v4;REST/JSON por HTTPS é disponibilizado mediante OpenAPI e schemas homologados;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;169;7486806e99b131de33e1fcb1c541caf78d530a3795266f3a036a95dc2e33b426;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-02:S002;COM-02;v4;SFTP e gRPC/Protobuf não são aceitos automaticamente na v4;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;174;9ca69f1c1dd3b5f5a48788cf7929c03589caeb5166e535df5c76c3f5ce700240;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-02:S003;COM-02;v4;Conexão direta do cliente ao banco é recusada independentemente do catálogo;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;179;a04225f37657b565ad3f74ab32dae5342a5b230fe1fff1558c306766d65c145b;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-02:S004;COM-02;v4;Integração via broker externo do parceiro exige ADR explícito;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;184;5bc8b6b8665816df4021f38311a00689d663de47956b3768b1e4ca4ac71dbbf4;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-03:S001;COM-03;v4;Publicação usa outbox na mesma transação do estado local;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;192;4f54be45b37f333a2e8bf8e091c90c89cccb208a56810e6986d508d6149d916f;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-03:S002;COM-03;v4;Ack ao broker ocorre somente após o commit do inbox;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;197;a4d1359e0be0fbb9da731bd07fbcdca0b88d1f73d19416e355fb887ed31827a0;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-03:S003;COM-03;v4;Chave semântica reconhece fatos econômicos equivalentes com event_ids distintos;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;202;702e21dc11429d830650385622dc6931f7a79ac88d5a61b94c7c63868a805497;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-03:S004;COM-03;v4;Evento antigo não regride estado e gera pendência de reconciliação;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;207;dfb80abf5926b1b998f768b44c2be9fe9831afc028d9d83b4f107cc44fc3b309;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-04:S001;COM-04;v4;Mudança aditiva sem alteração de significado mantém compatibilidade;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;215;17dbb1172a6e89b2943b573ac6968c098114199c69f524214e618f43d37d2523;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-04:S002;COM-04;v4;Remoção de campo ou mudança de unidade exige nova versão;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;220;b3a988b1b3ce688a8273aeeb265d8342ba13e946f007a6423e1c51517b2203dd;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-04:S003;COM-04;v4;Consumidor desconhecendo a versão obrigatória coloca a mensagem em quarentena;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;225;dcf2f6e4f79a0e4bf69cfc7e38d82518920fbf261b48b28b19f14ac9439a53b9;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-04:S004;COM-04;v4;Campo crítico ausente rejeita a mensagem;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;230;980829fb1717611ad3c7869e4d771a5a8b4c9d44da600f9faab4f10f97e03f82;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-05:S001;COM-05;v4;GET e webhook entregam o mesmo corpo final, diferindo apenas em cabeçalhos de transporte;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;238;47f5d78608c4f6ae9c29c5b4bb368ff374cf4307cf73d263a6cb20973b420282;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-05:S002;COM-05;v4;GET pendente retorna 200 com a variante pendente sem ser evento final;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;243;940228e1972a2a453b5837b6b9ccdea8f1894a332f6a63560defcfe5d1bb0815;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-05:S003;COM-05;v4;Protocolo EXPIRED usa representação de erro prevista e não envia resultado tardio;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;248;ad3c67931c3bd1a205d11d3fba251eb59f91c26614ddfe70d20e2fb8d981849f;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-05:S004;COM-05;v4;URL pré-assinada de arquivo não é injetada no corpo final congelado;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;253;d49ef757190e228c97001f76a17955b792ce0a6267b94d624435ad04c51f35ef;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-06:S001;COM-06;v4;Fato final externo durável permite finalizar sucesso no mesmo HTTP público;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;261;7b49e0c1ab8f9a55969704491cbbee732552cc38626b0fa7eefbfd015a40134b;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-06:S002;COM-06;v4;HTTP 200 sem fato conservado não é tratado como final válido;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;266;8c91235df44556eff4dc69f66ace437fd216edf248f92e461b70b6c2de02a708;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-06:S003;COM-06;v4;Timeout de rede não autoriza retry automático de negócio fora de Órbita/Cometa;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;271;993baaad50712d5bf8e6a9f94b367b698d2bf42705b1777f8496f8d00dd890d1;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:COM-06:S004;COM-06;v4;Intenção ASYNC marcada DIRECT não é tratada como comando QUEUED;openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md;276;6d53ba303b8cbc9ef95b09dcac064142838f13b0b2afa3bfaeae1b9a4d92e8df;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-01:S001;CAT-01;v4;Publicação de versão com metadados completos e vínculo homologado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;8;8fde6890b0c491c0348fcc412a46e031009153b66288116edd9fde90f4e0df33;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-01:S002;CAT-01;v4;Entrada incompatível é recusada antes da execução;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;13;dffb20987d5392e782c83460bafc72d53253a89efc937890a31675a1838c9145;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-01:S003;CAT-01;v4;Consulta histórica de versão descontinuada preserva semântica original;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;18;b996465e55fb5e6dc33de0c84481c279e49ba2089a424d340beae308114ba8d2;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-02:S001;CAT-02;v4;Cliente visualiza apenas ofertas contratadas e autorizadas;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;26;befe052611c85f0d37f0d7858497714279e16bcf766901b6a2733a9136b88a33;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-02:S002;CAT-02;v4;Oferta publicada mas não contratada é negada mesmo com token válido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;31;cd798d86e82a50df87aec06c8347a48b552a5db7e57e5354d6d838cbcf49df1e;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-02:S003;CAT-02;v4;Suspensão de novas vendas não afeta pedidos já aceitos;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;36;7eae271fbe19604d55eb502a50868ce8f83b9d4f48a8e4801deb189ab8d60a86;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-03:S001;CAT-03;v4;Agregação bem-sucedida com seções obrigatória e opcionais presentes;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;44;e2375bdf1c265287d64534324b5914e93ce6f0f6828c8530c8d46d2cbede04d7;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-03:S002;CAT-03;v4;Falha da parte obrigatória impede anúncio de sucesso completo;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;49;aa3bf0e44ff072eaa9c6e7c1c29591b6e1dac565393dd3b0f72ba5f47e0197fc;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-03:S003;CAT-03;v4;Resposta opcional ausente é declarada explicitamente;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;54;b8eaa61f059289a7ab1013936ea61ab24d1d7e5835e465f63e15e1be78902506;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-04:S001;CAT-04;v4;Composição publicada com grafo acíclico válido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;62;bec9f08a2d828d0a1848462cbe3f03f943781db1dde774fb800cd1268258adc8;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-04:S002;CAT-04;v4;Geocodificação com múltiplas opções segue política do contrato;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;67;551e7e4d7e5071da08550723488b041ecf9044d593aefb315564086d63300189;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-04:S003;CAT-04;v4;Publicação recusada por ciclo ou ausência de política de falha;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;72;d989fb8278df35db7c4eb7736876cfd3732fb7e95b11350fdef56d041a35cc25;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-05:S001;CAT-05;v4;Consolidação por quórum sem cancelar trabalho em voo;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;80;04b8e1c7aa48042bd8dd55bb0721501e1006b1a5673dcd1dc6fd06937067c15d;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-05:S002;CAT-05;v4;Falha parcial não gera rollback universal;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;85;0e31620295a4a157974add024291c22218d0bfb8b9ca19457614052c5394130a;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-05:S003;CAT-05;v4;Produto com efeito irreversível oferece opção de resultado parcial;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;90;16aa84fd2d598c05cd6d26d826ddffbd00f24f037ec52bcc1f58fc3d46f34c37;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-06:S001;CAT-06;v4;Seleção de provedor elegível ordenado por regra versionada com decisão persistida;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;98;a54f3ead23989614711eaf5c029db3f389ad94a4fcba37d347917d61c921b161;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-06:S002;CAT-06;v4;Failover recusado sem prova de segurança após timeout;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;103;7cc1d75b1dc56d05ae5925d25138294ced3c379f3455447be320705393ef92ba;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-06:S003;CAT-06;v4;Hedging permanece desabilitado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;108;81969e6cd0f3134c7fecf82587b3ddc88d1580f0d166cc3edeffcfe33a878b9a;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-07:S001;CAT-07;v4;Pacote com três passos gera receita única e discrimina custos sem triplicar preço;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;116;9c2c2f0b10a28be09b5678aff973aca9b098ba940eedbd2f8ed6cfb93b8708e2;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-07:S002;CAT-07;v4;Configuração impede cobrança simultânea de pacote e componentes;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;121;4f5c3f0bbfcdaf5cf3d8840ff8f5b747061faca56a17e9e61d413f29c51e641f;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-07:S003;CAT-07;v4;Oferta não liberada sem contrato válido para todos os passos;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;126;604b24a6f4696d67317f30c152939fc2a37720be4e89d6917af0297cff97c1ec;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-08:S001;CAT-08;v4;Resposta final e apuração financeira reconstruídas a partir de evidências persistidas;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;134;ca3266fac86b1a606cbbb70d8643bb7cfaa3a54647d7d9232a5db4609c8bfe93;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-08:S002;CAT-08;v4;Passo compartilhado executa uma única vez quando declarado pelo produto;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;139;46c35eba433450caf3142dac47d4ed8485aae6ff3576c11a515e796d19bd65e1;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-08:S003;CAT-08;v4;Pedidos distintos com payload coincidente não são deduplicados globalmente;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;144;32f7b52ed8dcea191df0eacb9c18c6e40e1e12273a060c27b8c7ffa17e38b8b6;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-09:S001;CAT-09;v4;Contrato técnico do cliente valida entrada, traduz e valida saída antes da conclusão;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;152;9c64c3824328579fd210370812170fa8d967c78c00141d21a9fee4dbb82e80f2;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-09:S002;CAT-09;v4;Erro de transformação impede sucesso e preserva evidência canônica;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;157;0d1a4f2ec6433397ff4a48cddfe2467a36da76fed950447d537d2add929f9b04;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-09:S003;CAT-09;v4;Cliente não pode selecionar tenant ou transformação arbitrária no pedido;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;162;d71cec8f09bc2241f9589b9e87541437aa72ca28a564ea0087e60948001c372e;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-09:S004;CAT-09;v4;Alteração de configuração não afeta protocolo em voo nem histórico;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;167;a7d38f1394cbd57bc9c4436699029dbd9e1f7d2acb80c8d9f69b8f46ef53ef49;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-10:S001;CAT-10;v4;Oferta com prazo compatível com caminho crítico qualificado;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;175;9370644a0cf5230897144770c45cf9014be6df17c4d1cd34cf310a704a37b96f;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-10:S002;CAT-10;v4;Timeout não é convertido automaticamente em sucesso parcial;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;180;3fc88d41155e8c39c0a829ea430d89f7c0102b6bdd363d3fbb8f890efcc4c858;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-10:S003;CAT-10;v4;Classe compartilhada não é anunciada como isolamento físico total;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;185;e3c53f7847e40e59a44f5b47b9a023534335c7fffc129953259d8bc7fa78d239;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-11:S001;CAT-11;v4;Integração de novo cliente por configuração, sem alteração de código;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;193;6a74884af96794e69472f282341a5aa334a0d85a99c675a4a9dd34a2e2c625ba;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-11:S002;CAT-11;v4;Ativação recusada explicitamente por falta de capacidade homologada;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;198;19e3c62beca9667fcde82d74f4808970ed593efefc962b096311e04ec7d934fd;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CAT-11:S003;CAT-11;v4;AUTO nunca é conversão silenciosa de SYNC;openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md;203;8a673c44ef6de25a9bc5d981f3347d09dc41f6a40df8c4b2ed585031deda488e;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CFG-01:S001;CFG-01;v4;Reconfiguração de integração existente sem deploy;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;8;d91c664e5d95bbe81ada4d8c659846633236cf0f5d69fb7ad31b4ea3797571e8;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CFG-01:S002;CFG-01;v4;Tentativa de introduzir transformação fora do conjunto seguro é recusada;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;13;10497353aa3d9fbe28a591802e806832747b7c4e53cae172858cad34ff8ab2a7;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CFG-01:S003;CFG-01;v4;Tela de cadastro expõe campos obrigatórios, faixa válida e impacto;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;18;e96a95fe162cf318cc82efc6c0b43bef1c351258a0219d12fd4f885be93c20ab;REVALIDAR_PROVA;Inventário não é resultado de execução.
V4:CFG-02:S001;CFG-02;v4;Publicação parcial de conjunto inconsistente é recusada;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;26;338b63b24fd6d73ebd2a1168b6f334632e52dadb71d1f8b6bf2a91731f366d25;REVALIDAR_PROVA;Inventário não é resultado de execução.
